# log(L[OIII]) log(L[OIII])_err log(R16) log(R16)_err is_limit
42.9100 0.0000 4.3000 0.0000 0
42.5200 0.0000 4.0000 0.0000 0
42.0300 0.0000 4.3000 0.0000 0
42.3100 0.0000 4.2000 0.0000 0
42.2500 0.0000 3.8000 0.0000 0
42.1100 0.0000 3.8000 0.0000 0
42.6000 0.0000 4.3000 0.0000 0
42.0600 0.0000 3.9000 0.0000 0
41.3900 0.0000 4.2000 0.0000 0
43.2200 0.0000 4.1000 0.0000 0
42.8500 0.0000 4.3000 0.0000 0
