# log(L[OIII]) log(L[OIII])_err log(R16) log(R16)_err is_limit
43.1300 0.1303 4.1453 0.2283 0
42.8200 0.1303 4.1949 0.2000 1
42.9400 0.1303 4.2281 0.2000 1
43.5000 0.1303 4.3190 0.2000 1
42.6200 0.1303 4.0994 0.2000 1
43.2500 0.1303 4.1782 0.2654 0
42.7100 0.1303 4.0073 0.4207 0
43.1200 0.1303 4.1378 0.2578 0
42.9500 0.1303 4.1734 0.2000 1
43.2000 0.1303 4.0718 0.4729 0
43.3000 0.1303 4.3832 0.2000 1
42.7800 0.1303 3.4970 0.8003 0
