# log(L[OIII]) log(L[OIII])_err log(R16) log(R16)_err is_limit
42.8700 0.1303 3.9989 0.3120 0
43.4800 0.1303 4.3987 0.1728 0
42.7400 0.1303 4.0779 0.1869 1
42.9600 0.1303 4.2099 0.2367 0
43.1000 0.1303 4.5646 0.1554 0
43.3800 0.1303 4.3202 0.1790 1
43.3100 0.1303 4.2255 0.1869 1
43.5600 0.1303 4.3394 0.1881 0
43.3000 0.1303 4.0588 0.2482 0
43.2900 0.1303 4.1663 0.1869 1
43.5200 0.1303 4.2606 0.2000 1
42.8300 0.1303 4.0687 0.1997 0
43.2700 0.1303 4.4019 0.1579 1
43.5500 0.1303 4.3713 0.1312 1
