# AGNs_file: data/AGNs-2018-12-24.dat
# Using datacube fitting map to calculate the L[O III] 5007
plateifu LO3 LO3_err_low LO3_err_up LO3_redcorr LO3_redcorr_err_low LO3_redcorr_err_up outflow_strength outflow_strength_err
8588-12704 40.05702989496722 0.001378924036588033 0.001556875056446083 40.77601509769129 0.10084923154959793 0.43429448190325176 0.1727585102135376 0.0032549735196252625
8602-12701 40.06199280275283 0.0012894349797679429 0.0013475423406677412 40.32114173224015 0.07300470032140818 0.43429448190325176 0.10613866696756644 0.002576912721695916
8077-6103 40.320600987297745 0.0006568246728820337 0.0009400067174255822 40.46647910861783 0.035705080934267 0.4342944819032518 0.005752145118801768 0.0007436847139090234
8147-6102 39.84496388021902 0.0029671416751264794 0.004095876837880804 40.30814992731431 0.10928013598872582 0.4342944819032518 0.0 0.0
8146-12705 39.98056905779048 0.002369944119375348 0.0026231645025895155 40.160997375467666 0.09913936806735436 0.4342944819032518 0.023797644974896708 0.0030112731565994613
8084-6103 39.28333430857763 0.0028320640957093424 0.0035830526772683293 40.12874216813519 0.09337452620610125 0.43429448190325176 0.004858160278228866 0.0023036209242397773
8718-12702 40.787268228833135 0.0004802769941329276 0.0006071876461793465 40.99217515115594 0.0325812378514977 0.4342944819032518 0.22063604707094397 0.0012116805106556089
8718-12701 40.428862934694536 0.0007621330262242587 0.0009303349125214111 40.81995938700132 0.05356551982583766 0.4342944819032518 0.02495351287046494 0.0011551126883919238
8725-9102 40.607615741060826 0.0007872419362813425 0.0009045266333320925 41.04900674772867 0.041225734697576566 0.43429448190325176 0.10294641476310594 0.0017163596825125688
10001-6102 40.29073842041511 0.0007893605614241723 0.0008848311068322933 40.82951594785439 0.03152441751304078 0.4342944819032518 0.20066173994041037 0.001960439488765242
8715-3702 42.441336570708735 6.537244426318736e-05 6.538061174035066e-05 42.45086246262571 0.015920831818987877 0.43429448190325176 0.6030253901700379 0.00047523826795407305
8255-6101 40.46882897832613 0.0018462472784960922 0.0018612887517967568 40.77276674536115 0.08488458965605931 0.4342944819032518 0.11071637613925298 0.003651356119308283
8241-6102 41.313909784674344 0.00016300460382275597 0.00022309743381662282 41.44287813427634 0.012846885773579652 0.43429448190325176 0.18158265891599437 0.00034931642407856113
8241-9102 40.516317589385594 0.0009525999293605088 0.0009684428871027618 41.291414711247896 0.09332532726316489 0.4342944819032518 0.010186040239580451 0.0008640894448065529
8720-1901 40.36490584728821 0.00023682947810164785 0.00023682947810164785 40.48781950235362 0.06179349368133628 0.43429448190325176 0.0037544000332587154 0.000226720723391574
8547-12701 40.56932270443477 0.0006943204019622941 0.0007901867928074091 41.3281455449344 0.05323685162002729 0.43429448190325176 0.019093549830941133 0.000923078466886823
8978-9101 39.84883993894593 0.0013920209115368693 0.0018837561790334425 39.99011310643995 0.07996510245110014 0.43429448190325176 0.0 0.0
8978-12705 39.63009497089985 0.0026613902295337132 0.003291951921265947 39.93589113306545 0.052554727581710564 0.43429448190325176 0.11744372613801494 0.0059235618421017
8978-6102 39.062007069181675 0.004216953112432093 0.004801912479975085 39.75035095190591 0.1093316320632146 0.4342944819032518 0.0 0.0
8979-6102 39.90528018240852 0.0012830127539912356 0.0014238844539495475 40.003377575652316 0.08948849747213042 0.4342944819032518 0.02537102679882695 0.001953556209760614
8948-12704 40.5786306547753 0.0016379958085456585 0.0019458192502676546 40.8141573230184 0.0638097186781823 0.43429448190325176 0.5110645014148996 0.00780003175667447
8946-3701 40.456523909738486 0.0016735316877087953 0.0016960103945827358 40.840165582790455 0.058903207545209675 0.43429448190325176 0.318073172584352 0.005138685269771328
8947-3701 40.807574690911416 0.00044377900179653037 0.00044586669497849283 40.97467549147719 0.043110739689281016 0.4342944819032518 0.018980610236845802 0.00070814908184519
8945-3703 39.81861272702547 0.0026464849616602685 0.0028742927567780388 40.346826618406986 0.10356050331335122 0.4342944819032518 0.1065601727097898 0.0051782217653244325
8597-3703 40.0977010404362 0.0015588366180287645 0.0015605474075940115 40.42584400234916 0.118227914547127 0.43429448190325176 0.016436033708457524 0.00177557041511498
9026-9101 40.62758095156123 0.0005971355197018542 0.000620100041808326 40.87065567028078 0.025517431331107683 0.4342944819032518 0.08042467704444792 0.0011889272957833362
9049-1901 41.43959955039171 0.0008802414678863912 0.0009799044892387855 41.94190430067305 0.03063409533652378 0.43429448190325176 0.38418626662514155 0.003005202401671593
9002-12702 40.32853075421782 0.0018432185600093067 0.0018432185600093067 40.564804081975126 0.07836211100280913 0.4342944819032518 0.07205283025264998 0.0034711263078801764
9031-1902 40.51540411416397 0.00044375658565566016 0.0004896474409432612 40.691753839531465 0.04743000236744044 0.43429448190325176 0.002236555724238565 0.0003355075729012089
9027-12704 40.89513647283672 0.0002982161756625308 0.00030652731339902333 41.20882686402703 0.02475540522054365 0.4342944819032518 0.04220316718009708 0.0005308195390681292
8982-3703 41.335607853315615 0.0002190623732458532 0.00021950904845725736 41.52767541320528 0.023581196343845826 0.4342944819032518 0.2764056515127203 0.0005468906091765425
7972-6103 40.42526154079909 0.0011519636476358048 0.0012051150489972616 40.63507904722847 0.052910471618748046 0.4342944819032518 0.05785658106662451 0.0019465342852925853
9025-12704 40.29119777222404 0.0009283264198927546 0.0011137432453389906 40.63552431616872 0.10858386437819774 0.4342944819032518 0.0021202975218579225 0.00041301401125459113
7958-9101 40.455927228541015 0.00036486438549838924 0.00039982111111636613 40.578534855680765 0.06348276235957875 0.43429448190325176 0.0 0.0
9195-3703 40.686760639567375 0.0003120577630156596 0.0003769396141038195 41.145893615817144 0.011060751406733264 0.4342944819032518 0.4211129144757021 0.0011578113359054084
8080-12703 39.57678699583158 0.0016739300008372206 0.002859000089846491 39.95789517466589 0.09584352999472184 0.43429448190325176 0.03284470521790837 0.002623573047189431
9182-6102 41.29882000911182 0.0003764739327758592 0.0003764739327758592 41.51272849051591 0.02717318834164053 0.4342944819032518 0.11197575574552698 0.0007743453771821862
9193-12701 40.39100718029725 0.0002096976001020645 0.00021104738295216186 40.97195804137119 0.036011337694366694 0.43429448190325176 0.03130841620400099 0.0003724465899011002
8940-12702 40.96459428756295 0.00034748072507206435 0.0003701013772633096 41.55163963469339 0.03599968258196396 0.4342944819032518 0.14558693660860403 0.0007724481149911522
9183-3703 40.855856751015125 0.00037721333817395753 0.00037728905445116623 41.01248517485522 0.027514922586429652 0.43429448190325176 0.8486707607614097 0.01596769617551181
8993-12705 41.656972952293664 0.00011835498001083191 0.0001287295900629722 41.92207035521863 0.013677595215470257 0.43429448190325176 0.15677246241178214 0.00023053400926887347
8992-3702 40.122090467516806 0.0008228826099608432 0.0008741269905319194 40.19600769441482 0.07766325969387017 0.43429448190325176 0.0741748399007897 0.0016420261649767907
9485-12705 40.91754188839585 0.00027246591727553363 0.00032840889741706327 41.19997388184685 0.022804718656350927 0.4342944819032518 0.3289924323696514 0.0008172820372024112
9487-3702 40.77711136978608 0.00045741651199796837 0.00045876481983183297 40.882268095742276 0.05424721597957274 0.4342944819032518 0.026842868220467057 0.0007899569877700799
8989-3703 40.458553983827734 0.0005806312637072741 0.0005923388377293815 40.775204774913256 0.055421031424158836 0.43429448190325176 0.10908322353751036 0.001219791150318816
8984-9102 39.779033201348355 0.001496873693907638 0.0018035688956914695 39.956541750311985 0.05656820306335178 0.4342944819032518 0.047184031171268265 0.0026377449882055717
8983-12701 40.128904761322396 0.0009649093795046678 0.0010395000183728213 40.434277261118694 0.05456418544306673 0.43429448190325176 0.21065166219658246 0.0024048950237572438
8311-6104 40.79407923700686 0.00030670733318553193 0.00043377211865300405 41.419512334421285 0.019864634922339718 0.43429448190325176 0.8303068701654637 0.010977267054120842
8309-12701 40.090430822859076 0.004049139199262517 0.0045489567707397175 40.802854448300344 0.10562151077994528 0.43429448190325176 0.45857919035411476 0.016576390546632874
9507-12704 39.74667336960382 0.0015376077099949507 0.0017994512374341163 40.708986710339786 0.09298379015277555 0.4342944819032518 0.3898308921385747 0.005136930779013536
9507-12705 40.41534493359451 0.000454622783384813 0.0004799432623100608 40.649447960168914 0.056196717959123725 0.4342944819032518 0.05306810296080538 0.0008101445780497846
9508-12704 40.44898237516917 0.002057139573267089 0.0027073662326121085 40.897964644115284 0.08273196745499428 0.4342944819032518 0.1694400729111331 0.004795217532615599
9508-3704 40.27907166550162 0.00048263838085028037 0.0005696920990383842 40.749595390798085 0.07144283141100988 0.43429448190325176 0.00651826151143831 0.0007139881671031174
9024-12705 40.32386509346388 0.0026705030004184676 0.003187062281917479 40.82998366838411 0.06970828163633089 0.43429448190325176 0.26384030665892066 0.007185825272082414
9488-3702 39.493727756140686 0.001240083381247007 0.0013225553461880364 39.691408868220925 0.09212019871397618 0.43429448190325176 0.01810250464486684 0.0017460466139213985
9502-12703 41.50863057477109 0.000160287876097722 0.00016157832223649202 41.924899650651724 0.022839593413829573 0.43429448190325176 0.19540041626308513 0.0003571895430127667
8990-12705 40.75395920348037 0.00025507689183838555 0.00026171960279681175 40.963913882227445 0.04081533073413804 0.43429448190325176 0.002583656913819182 0.0002014497538030551
8990-9101 39.36222859278843 0.0026765653796157396 0.0033645106164911353 39.7482460013896 0.11554417176478621 0.4342944819032518 0.008453980983209262 0.001857464028681794
8442-9102 40.23205658089612 0.0005999517061176802 0.0006520608387528815 40.55882269328093 0.0422737283065375 0.43429448190325176 0.10934933420184877 0.0012573839860085024
9048-1902 41.19631575845881 0.0003139946420593319 0.0003140253825734428 41.551735468817746 0.02114797253733456 0.43429448190325176 0.127637416570858 0.0006721650017403149
9095-12701 40.27861716562508 0.002287632438619416 0.0026652543608194643 40.89122157779703 0.019367354498988663 0.43429448190325176 0.01157375236843612 0.001843988489721145
9196-12703 40.63510741404868 0.001505056867256911 0.0017910371561514608 41.307061731217175 0.015579485615258922 0.43429448190325176 0.07003657534452118 0.0027810529117610868
9881-1901 39.562634098951946 0.00121070725534837 0.0014741190683862377 39.77174826452702 0.060710095610670645 0.43429448190325176 0.0 0.0
