# the excluded, use_AGN is True, use_composite is False
plateifu ra dec z psf mangaid BPT_x BPT_y EW_Ha is_limit 
8606-3703 255.848476565 37.6324692415 0.0319881 2.559 1-546873 -0.3347001075744629 -0.40748724341392517 6.070831298828125 0 
8606-6103 253.632772854 37.6313885864 0.0627991 2.56664 1-95657 -0.13384321331977844 0.03129885718226433 1.5995725393295288 0 
8606-3701 254.997419646 36.0290774727 0.0573351 2.52802 1-136120 0.06899087131023407 0.3428668677806854 2.3787665367126465 0 
8606-9102 255.709053426 36.7067487022 0.0327918 2.50721 1-136286 -0.6793087124824524 0.05409660562872887 80.3407974243164 0 
8606-1902 256.01730405 36.4373676031 0.0236332 2.56184 1-136304 -0.5619959235191345 -0.0768064633011818 10.43436336517334 0 
8606-3702 253.793913226 36.9063091542 0.0235624 2.55356 1-136248 0.1034080758690834 0.605133056640625 0.910183310508728 0 
8606-3704 255.915542507 36.3849337159 0.0246675 2.56089 1-136305 -0.29554495215415955 -0.175349161028862 3.1229584217071533 0 
8313-9102 239.987945488 41.4777751316 0.0332509 2.53817 1-248357 0.11059992760419846 0.34559139609336853 1.3421909809112549 0 
8313-12701 239.4918 41.792591 0.0354683 2.52604 1-247977 -0.38952627778053284 -0.5868191123008728 11.121071815490723 0 
8313-3703 241.846680273 41.7089702164 0.0180762 2.54751 1-248415 -0.48312684893608093 0.02210639975965023 22.82604217529297 0 
8313-3704 241.252476821 41.3917200794 0.0719477 2.57761 1-633591 0.11754289269447327 0.5471998453140259 0.3970916271209717 0 
8313-12702 240.67741912 41.1972609837 0.0333433 2.60334 1-248388 -0.4801112711429596 -0.709101676940918 44.00226974487305 0 
8313-12703 240.365851242 42.3881865027 0.0355431 2.55808 1-248348 -0.4266261160373688 -0.5733979940414429 13.460805892944336 0 
8313-1901 240.287125377 41.8807489359 0.0242508 2.57715 1-248352 -0.9480906128883362 0.4518061578273773 75.0019302368164 0 
8313-9101 239.697545939 41.9380974666 0.0387147 2.53675 1-247980 -0.1363714039325714 -0.18135547637939453 4.94818639755249 0 
8313-12704 240.960024301 41.5218602856 0.0340357 2.56875 1-569216 0.3184356093406677 0.5887743234634399 0.8331549167633057 0 
8313-3701 241.235612985 41.3572357459 0.0728683 2.63615 1-633587 0.21506062150001526 0.06533823162317276 0.23367545008659363 0 
8313-6101 240.65805398 41.2934271029 0.0348484 2.58646 1-248389 0.26176390051841736 0.9479255080223083 1.9374451637268066 0 
8313-12705 242.682530759 41.1485576864 0.0315371 2.60814 1-248233 0.16046081483364105 0.5502135753631592 1.3551260232925415 0 
8313-6103 239.436637925 41.7095243117 0.0238109 2.54944 1-247976 -0.44841229915618896 -0.40699225664138794 31.92636489868164 0 
8313-1902 241.626107116 41.343303204 0.0343878 2.66488 1-248419 -0.5824716687202454 -0.004607674200087786 51.5891227722168 0 
8313-6104 242.695859781 41.9836706754 0.0385502 2.57185 1-210112 -0.8025986552238464 0.23003415763378143 42.35733413696289 0 
7957-9102 258.103581815 35.4455165239 0.0256541 2.45636 1-547185 -0.48880326747894287 -0.6379200220108032 20.913780212402344 0 
7957-3701 256.369657235 35.6346666211 0.0362875 2.45426 1-634538 0.16292551159858704 0.5981680154800415 0.7927100658416748 0 
7957-9101 256.944487354 35.1341363935 0.0366971 2.33756 1-177296 -0.6038249731063843 -0.10632212460041046 21.031455993652344 0 
7957-12701 256.87409035 35.9242908278 0.0365221 2.65952 1-546816 -0.6734969615936279 -0.1334773600101471 18.967864990234375 0 
7957-3704 256.565805366 35.417154988 0.0367457 2.50548 1-547107 -0.5115209221839905 -0.5132657885551453 27.617111206054688 0 
7957-3703 257.449428169 36.5372484437 0.0359937 2.41907 1-546813 -0.6018940210342407 -0.1039278507232666 35.37356948852539 0 
7957-12705 257.630659313 35.5067353239 0.0736188 2.38993 1-547159 -0.2644980549812317 -0.2017546147108078 3.2292869091033936 0 
7957-6102 258.271094875 35.2686155772 0.0256566 2.43816 1-561039 -0.18921534717082977 0.005538556724786758 3.9515180587768555 0 
7957-6101 256.791953979 34.2697504313 0.0311029 2.48254 1-561020 0.05898761376738548 0.37343624234199524 0.4772014319896698 0 
7957-6103 256.673485648 35.8695849617 0.0278009 2.46626 1-546834 0.193576380610466 0.7006314396858215 0.7882291078567505 0 
7957-12702 256.693741552 35.6581841036 0.0234278 2.47935 1-547131 -0.5320709943771362 -0.7326080203056335 27.919919967651367 0 
7957-6104 258.22041548 35.0931572767 0.0254919 2.45902 1-595044 -0.606363832950592 -0.02013641595840454 38.306148529052734 0 
7957-12704 257.427432616 36.4149520409 0.0276725 2.43989 1-546807 -0.4262004494667053 -0.3364715278148651 13.440654754638672 0 
7957-12703 258.190223742 36.2788557572 0.11708 2.38159 1-547210 0.07252711057662964 0.3506186902523041 3.110076427459717 0 
7962-1901 261.01470046 27.5444829269 0.0279355 2.48006 1-178405 -0.002883254550397396 -0.048278648406267166 0.4109445810317993 0 
7962-1902 259.432661183 26.0761219968 0.0405812 2.41014 1-178270 -0.04521331563591957 -0.2606414258480072 0.008325750008225441 0 
7962-3704 260.017909556 25.9363922874 0.041553 2.49506 1-178204 0.10725890100002289 -0.06831976771354675 0.18081778287887573 0 
7962-9101 259.168654353 27.9765101547 0.10547 2.38511 1-178482 -0.35450103878974915 -0.47454217076301575 21.962757110595703 0 
7962-3702 259.063747798 28.0140058716 0.107199 2.36885 1-177796 0.17031079530715942 0.33286041021347046 0.11499853432178497 0 
7962-12703 261.217302229 28.0782969148 0.0477401 2.47005 1-178586 -0.3093319535255432 -0.14210626482963562 9.857280731201172 0 
7962-3701 259.673834972 27.9410605198 0.0471446 2.41734 1-178473 -0.1581668108701706 0.3351551294326782 0.11760777980089188 0 
7962-12704 260.883080702 27.4587088309 0.0223086 2.44041 1-178414 -0.39619457721710205 -0.590475857257843 31.916221618652344 0 
7962-6104 260.754690516 27.5694731016 0.0476908 2.43241 1-178443 -0.4207618534564972 -0.4543839395046234 22.26862335205078 0 
7962-12702 259.194419275 26.481300866 0.0482414 2.3793 1-178265 -0.5255926847457886 -0.5148279070854187 21.78824234008789 0 
7962-6102 259.547186379 26.9411295598 0.0434744 2.3432 1-178233 -0.5707604885101318 -0.2376093864440918 27.415233612060547 0 
7962-9102 260.183147872 28.708196877 0.0471246 2.42744 1-178550 0.04276823252439499 0.37598681449890137 0.5901589393615723 0 
7962-12705 259.083007799 26.8501600799 0.0477965 2.4458 1-178276 -0.47708478569984436 -0.3359735906124115 24.680217742919922 0 
7962-12701 258.659422124 28.1207629753 0.022654 2.39984 1-177822 -0.5146778225898743 -0.34964486956596375 14.889062881469727 0 
8314-12701 240.755938916 39.6452629292 0.0309273 2.35594 1-569214 -0.5090581774711609 -0.6990658044815063 45.16178512573242 0 
8314-9101 242.383666405 40.0629524682 0.0176211 2.34063 1-248577 -0.5534805059432983 -0.1271716207265854 11.751676559448242 0 
8314-1902 243.259025941 39.2371298692 0.0325607 2.32456 1-564487 -0.20843836665153503 0.3129308819770813 5.652322292327881 0 
8314-12702 240.967304805 39.9844254876 0.0310849 2.35993 1-594165 0.26030710339546204 0.690194845199585 1.0367660522460938 0 
8314-12703 243.212322011 40.3188385164 0.055902 2.38707 1-248638 -0.2233809530735016 -0.07279372215270996 6.0962605476379395 0 
8314-3702 240.847729402 39.98574614 0.0301584 2.38322 1-199775 -0.4708883464336395 -0.7306675910949707 22.567485809326172 0 
8314-6101 243.49400783 39.5306373556 0.0376901 2.29552 1-248634 -0.49348264932632446 -0.4160894751548767 28.89557456970215 0 
8314-12705 244.374065361 38.9122194433 0.031146 2.39822 1-248848 -0.06212663650512695 -0.01794581487774849 3.6807265281677246 0 
8314-12704 243.706365393 39.5143664319 0.0322991 2.43281 1-594358 -0.367897629737854 -0.4179537296295166 5.6751017570495605 0 
8314-6102 242.045499034 39.136541436 0.0376852 2.25898 1-200287 -0.44365429878234863 -0.6102137565612793 17.26813507080078 0 
8314-6103 241.486116707 40.1546994115 0.129503 2.35757 1-248276 -0.14485564827919006 -0.04574795812368393 1.9301402568817139 0 
8314-3701 241.262593417 39.5647674012 0.0503795 2.39863 1-200241 0.013779950328171253 0.21190321445465088 1.1306695938110352 0 
8611-12705 261.979027094 59.7212052974 0.0180936 2.5718 1-25683 -0.8343378305435181 0.05112316086888313 15.265924453735352 0 
8611-12704 260.705617581 60.4448593136 0.0203175 2.48448 1-23745 -0.3679109513759613 -0.5311091542243958 10.510461807250977 0 
8611-6103 259.795874376 62.1485590257 0.0275475 2.46294 1-23786 -0.437848299741745 -0.5594945549964905 21.58608055114746 0 
8611-3702 261.46393833 60.1941170998 0.0290456 2.58587 1-25659 -0.30671951174736023 -0.5431247353553772 13.57653522491455 0 
8611-12703 261.557238855 62.1494611311 0.027828 2.44621 1-634763 -0.08901889622211456 0.17218483984470367 1.8968727588653564 0 
8611-6104 260.47113661 60.9654725985 0.0164753 2.53614 1-23818 -1.3521164655685425 0.6129152178764343 69.28329467773438 0 
8611-6102 259.992647634 60.8918955938 0.0271582 2.51343 1-23811 -0.4157212972640991 -0.6078408360481262 17.9946231842041 0 
8611-6101 261.968871739 60.0972734276 0.0278347 2.40788 1-25680 -0.006187804043292999 0.487339586019516 1.4961459636688232 0 
8611-12701 262.257375976 60.089399624 0.0205096 2.4307 1-23687 -0.43580347299575806 -0.429043173789978 10.50540542602539 0 
8611-9102 259.79543423 61.5422704447 0.0275661 2.52272 1-23784 -0.2549246549606323 -0.32749420404434204 14.520644187927246 0 
8611-12702 260.718888104 60.129590188 0.0276302 2.40035 1-23746 -0.32259953022003174 -0.19131837785243988 17.790422439575195 0 
8611-1902 261.482493105 60.3394382648 0.0273625 2.46288 1-23729 -0.23167391121387482 0.5533652305603027 0.8000178337097168 0 
8611-3701 261.841245626 59.6438000804 0.0277941 2.48261 1-25676 0.2505322992801666 0.5866367220878601 0.7472404837608337 0 
8611-9101 260.674137648 59.8518663722 0.0270181 2.51574 1-25632 -0.020652031525969505 0.15379399061203003 1.1434005498886108 0 
8330-12705 205.386024339 38.7879976571 0.117655 2.81207 1-402409 0.07067067921161652 0.2962247133255005 1.2179803848266602 0 
8330-6101 203.275045804 37.9667392036 0.0533227 2.7476 1-402487 0.0012654797174036503 0.09646923094987869 1.2763196229934692 0 
8330-12702 203.85303 38.09515 0.0649152 2.76162 1-402422 -0.41004255414009094 0.19497893750667572 8.087742805480957 0 
8330-1901 203.525726598 39.6883852634 0.0457431 2.72642 1-402576 -0.07756562530994415 0.29154860973358154 1.7096331119537354 0 
8330-6103 203.035268602 40.4999081255 0.0269759 2.71947 1-559041 0.0777299627661705 0.582414448261261 1.3984746932983398 0 
8330-6102 203.231976288 40.2570768643 0.0489161 2.70018 1-285748 -0.3812316358089447 -0.5077506303787231 19.220243453979492 0 
8330-12703 203.374602013 40.529670292 0.0269457 2.69077 1-285737 -0.4346441626548767 -0.7135931849479675 19.936128616333008 0 
8330-12704 203.62467398 38.294119525 0.0257495 2.80143 1-402467 -0.492170125246048 -0.3948388397693634 17.769622802734375 0 
8330-3704 204.543877891 38.6656120342 0.0201337 2.7523 1-402436 -0.41899344325065613 -0.5184911489486694 19.345212936401367 0 
8330-1902 205.231149643 38.8734098611 0.0200157 2.73867 1-402656 -0.43585970997810364 -0.7168314456939697 27.582544326782227 0 
8330-9102 205.011447114 40.4209145731 0.0241105 2.70306 1-260481 0.12457997351884842 0.3021164536476135 1.1345345973968506 0 
8330-12701 203.196338983 38.0897849445 0.0529038 2.68965 1-418626 -0.3650226891040802 -0.3675217628479004 8.799121856689453 0 
8330-9101 203.958723047 40.2716872812 0.0348771 2.67411 1-285728 -0.40304484963417053 -0.5647023320198059 11.129207611083984 0 
8330-3702 203.896532182 40.1110948086 0.054177 2.65867 1-285729 0.1034095361828804 0.3596716523170471 1.270095944404602 0 
8604-12705 247.185104669 39.473838506 0.0271759 2.73481 1-569166 0.14051158726215363 0.6044288277626038 0.7883918881416321 0 
8604-12703 247.76417484 39.838503868 0.0305383 2.75657 1-135502 0.20135831832885742 0.7624360918998718 1.625227928161621 0 
8604-12701 245.886475694 39.121095897 0.0350385 2.63745 1-210881 0.172244593501091 0.4560396671295166 0.7058303356170654 0 
8604-6101 244.990862444 39.570146024 0.0319345 2.72122 1-210895 -0.561134934425354 -0.02653110958635807 23.035741806030273 0 
8604-6102 246.073455506 39.2110394724 0.0300181 2.71421 1-210863 0.11672477424144745 0.4882303774356842 1.4127278327941895 0 
8604-12702 246.654494422 39.1275427221 0.0353186 2.72145 1-210736 -0.31975165009498596 -0.487386018037796 39.979759216308594 0 
8604-12704 247.164522584 40.1237151868 0.0258843 2.77568 1-564490 -0.5216328501701355 -0.7215486764907837 16.542007446289062 0 
8604-6103 244.690822661 39.3344443751 0.0316402 2.71773 1-248869 0.21209096908569336 0.5903807282447815 0.5888799428939819 0 
8604-3702 247.149452023 39.7197401603 0.0369814 2.74755 1-211002 -0.30482977628707886 -0.5331155061721802 4.461418628692627 0 
8604-6104 247.097122106 39.5703039555 0.0291509 2.58937 1-210784 0.25827744603157043 0.06699014455080032 0.8336403965950012 0 
8604-9102 246.45535386 40.3452092859 0.0290385 2.8171 1-210971 -0.6478030681610107 -0.04201408475637436 81.46282958984375 0 
8315-6102 234.44816 38.2756 0.0640888 2.39728 1-560832 -0.07146714627742767 0.383868932723999 0.21601727604866028 0 
8315-9102 235.208007294 38.5134589921 0.0437472 2.42983 1-236776 -0.2613125145435333 -0.24182097613811493 13.288046836853027 0 
8315-1902 237.451396226 38.0029235864 0.0305689 2.67702 1-323026 0.06759856641292572 -0.264642596244812 0.016523247584700584 0 
8315-12703 236.2674028 39.8598311064 0.0780127 2.46621 1-322802 -0.23159053921699524 -0.2306312620639801 3.228524684906006 0 
8315-9101 235.786093375 40.0485541708 0.0625553 2.45818 1-322784 -0.35598263144493103 -0.40213584899902344 9.264020919799805 0 
8315-12704 236.096078234 39.5589501996 0.0479339 2.43046 1-322806 -0.3157735764980316 -0.2393253594636917 5.122354030609131 0 
8315-6101 237.167053784 37.5082749292 0.0405526 2.43728 1-322974 -0.5421668887138367 -0.31272563338279724 31.441177368164062 0 
8315-12705 235.92048814 39.5403571158 0.0634711 2.37382 1-322787 -0.29247134923934937 -0.3697330951690674 30.19805145263672 0 
8315-3704 237.888156574 38.2994367409 0.0328705 2.47603 1-323055 0.39822152256965637 0.515144407749176 0.05710962414741516 0 
8315-6104 235.779168643 39.1513464338 0.0638318 2.43895 1-633211 0.3160966634750366 0.01782660000026226 0.10289645940065384 0 
8315-6103 235.057231432 39.9041366035 0.082225 2.4927 1-322768 0.1057945266366005 0.4771524667739868 1.9808412790298462 0 
8315-1901 235.759080608 38.6604998963 0.0373622 2.43536 1-322680 0.469990074634552 0.016032688319683075 0.2536366283893585 0 
8315-3701 235.709491246 38.2238412017 0.0405057 2.45201 1-322679 -0.30303362011909485 0.031167713925242424 2.9670307636260986 0 
8332-12705 209.251980577 43.3620339874 0.0329332 2.51827 1-251279 0.005520769860595465 0.280344694852829 1.656361699104309 0 
8332-12701 206.709891359 42.6512883268 0.0283067 2.49755 1-250959 -0.5785217881202698 -0.2828994393348694 31.2618408203125 0 
8332-9101 207.557469772 42.7462672628 0.0284426 2.50871 1-250922 -0.4117535650730133 -0.6204041838645935 8.106500625610352 0 
8332-9102 210.240944984 42.8556424101 0.0323317 2.51278 1-251307 -0.2841244637966156 -0.34097734093666077 18.711599349975586 0 
8332-3701 208.773681082 42.9473604228 0.0637241 2.50459 1-575778 -0.11110168695449829 -0.24450382590293884 3.6559221744537354 0 
8332-1901 209.888549794 42.6079304492 0.0422117 2.50634 1-251303 -0.7609744668006897 -0.023157579824328423 13.132680892944336 0 
8332-12703 208.306954205 44.1450180795 0.0903507 2.48471 1-286307 -0.1966572105884552 -0.24813668429851532 6.241415500640869 0 
8332-6103 207.657429867 43.764131306 0.0485651 2.48694 1-251119 -0.09848468750715256 0.05819835141301155 2.1994922161102295 0 
8332-6104 208.592155931 44.115556514 0.0721069 2.52675 1-286274 -0.012214547023177147 0.37124088406562805 1.8500365018844604 0 
8332-1902 209.270729549 41.8462774355 0.00814191 2.47763 1-575771 -0.43960678577423096 -0.6333461999893188 16.929534912109375 0 
8332-3702 207.872808357 43.8064280934 0.033305 2.37507 1-251129 -0.4179825186729431 -0.32542645931243896 29.686325073242188 0 
8332-6102 209.234177154 43.3134779654 0.149511 2.49495 1-251278 0.0032665226608514786 0.3832787573337555 1.4759455919265747 0 
8332-3703 207.47786008 43.4822395095 0.0449308 2.43651 1-251067 -0.07175299525260925 0.2655906081199646 0.6253291368484497 0 
8332-12702 207.928807189 43.1666029589 0.092931 2.49382 1-251115 0.004769810941070318 0.30672162771224976 2.1307454109191895 0 
8332-3704 209.639791989 41.724180851 0.0427671 2.54875 1-251198 -0.3083460330963135 -0.435853511095047 11.130443572998047 0 
8618-1901 319.194045241 11.5400106533 0.0167445 2.40945 1-113698 -0.7073513865470886 0.12090598791837692 29.598493576049805 0 
8618-6104 319.814830226 10.070628454 0.0738563 2.47263 1-113647 -0.06684121489524841 0.2235950380563736 1.5861326456069946 0 
8618-9102 319.271463809 9.9723035679 0.0430694 2.41421 1-113654 -0.4469044506549835 -0.5600230693817139 29.279207229614258 0 
8618-12705 317.568825378 10.4088108392 0.118158 2.45111 1-113476 0.19514337182044983 0.4836369454860687 0.9358726143836975 0 
8618-12704 319.273361936 11.1201347053 0.0704926 2.37678 1-113587 -0.4195961356163025 -0.5025319457054138 18.56853675842285 0 
8618-3703 318.804558778 9.91312455151 0.0316328 2.54493 1-113663 -0.4010370373725891 -0.4085930585861206 15.828834533691406 0 
8618-12701 317.979595193 11.3794496273 0.0177002 2.47344 1-113539 -0.44990211725234985 -0.2963545024394989 10.03472900390625 0 
8618-12703 319.451824118 11.6605961542 0.0378372 2.39992 1-113700 -0.5420759916305542 -0.09603999555110931 86.84825134277344 0 
8618-3704 318.862286217 9.75781705378 0.0702278 2.48698 1-113672 -0.3752252757549286 -0.5436521768569946 14.679498672485352 0 
8618-6102 319.103189368 10.2733865439 0.0172631 2.43027 1-635506 -0.09362372756004333 0.4085805118083954 1.872884750366211 0 
8618-3702 318.775640877 10.0984558649 0.129881 2.41751 1-113675 0.21171139180660248 0.10142447054386139 1.248988389968872 0 
8618-9101 318.086563754 11.2202360427 0.0175331 2.42373 1-596095 -0.10810044407844543 -0.40143436193466187 10.02672004699707 0 
8618-12702 317.87543 11.31201 0.0176823 2.44476 1-635474 -0.36545330286026 -0.3697383999824524 5.748579502105713 0 
7992-6101 253.40555905 63.0312699156 0.105153 2.54027 1-22301 -0.16196994483470917 -0.12665978074073792 6.365541934967041 0 
7992-3703 255.71649 62.6044 0.0564263 2.47748 1-22970 -0.1838800311088562 0.5889986753463745 1.3962912559509277 0 
7992-6104 255.279488311 64.6768781746 0.0271312 2.48713 1-22662 -0.3887538015842438 -0.6975677609443665 43.0331916809082 0 
7992-6103 252.618932255 64.0206654262 0.0922721 2.49792 1-22414 -0.2955637276172638 -0.17649032175540924 13.146261215209961 0 
7992-6102 253.88908076 63.2421188916 0.0225478 2.52356 1-634299 -0.7340248227119446 0.18244324624538422 53.175113677978516 0 
7992-9101 253.006899312 64.1208379858 0.0190997 2.59453 1-22412 -0.8151775598526001 0.1660698652267456 12.73934268951416 0 
7992-12702 253.427379333 62.4199978831 0.0614774 2.56647 1-22298 -0.18275880813598633 0.4941829442977905 2.195183277130127 0 
7992-3704 252.474485808 62.8419660661 0.0366251 2.50814 1-22333 -0.5293782353401184 -0.13660120964050293 22.56993293762207 0 
7992-3702 253.313049551 64.4762786637 0.0542151 2.48388 1-22383 -0.5029792785644531 -0.25485652685165405 44.85919189453125 0 
7992-12703 254.574201814 64.7055032069 0.0160095 2.46244 1-594809 -0.9099133014678955 0.2975650429725647 45.24830627441406 0 
7992-3701 252.170749159 63.4791984597 0.0437936 2.50677 1-22347 -0.24779896438121796 0.44992655515670776 1.3308008909225464 0 
7992-1902 257.247919024 62.8980190772 0.0270671 2.54155 1-23023 -0.19022756814956665 -0.06892456859350204 2.7859561443328857 0 
7992-1901 255.109543156 63.7280208203 0.016383 2.48882 1-22438 -0.5340738892555237 -0.1998017430305481 24.23546028137207 0 
7992-12704 254.717305016 63.1795298917 0.0999542 2.48089 1-22286 0.38006341457366943 0.14571724832057953 0.10089432448148727 0 
8603-6103 247.800367796 40.4218744432 0.0270087 2.64827 1-135058 -0.4821152985095978 -0.5994845628738403 40.45266342163086 0 
8603-12703 247.282646413 40.6650474998 0.0299683 2.55081 1-135133 -0.031152376905083656 0.09039496630430222 1.758529782295227 0 
8603-12704 247.893876589 40.5655973228 0.0273289 2.55553 1-135030 -0.4656580686569214 -0.7145013213157654 14.006406784057617 0 
8588-3701 248.140561423 39.1310206842 0.130272 2.51534 1-210700 0.13068361580371857 0.47326382994651794 1.9831351041793823 0 
8603-9102 246.238624146 39.5312045188 0.0359966 2.61571 1-210844 -0.39919108152389526 -0.6612476110458374 14.283882141113281 0 
8603-6104 247.419950798 40.6869537939 0.0305182 2.60958 1-633994 -0.009745911695063114 0.2762535810470581 1.5139802694320679 0 
8601-3703 250.363806302 40.2098917255 0.0326605 2.69854 1-95107 -0.905569314956665 0.30557501316070557 67.84730529785156 0 
8601-12705 250.12314401 39.2351144868 0.0297241 2.75037 1-135810 -0.03674076497554779 0.17015120387077332 1.4259932041168213 0 
8601-3702 247.612100338 40.7250813956 0.0290501 2.68519 1-594520 0.11075441539287567 -0.026222718879580498 0.8398534059524536 0 
8601-12701 247.718035556 41.2861515449 0.0938565 2.74923 1-135568 -0.0904293954372406 -0.039916813373565674 1.672644853591919 0 
8601-12702 247.591672626 40.9242421985 0.030559 2.74089 1-135548 -0.41194218397140503 -0.6339744925498962 16.015380859375 0 
8601-9101 250.181213474 40.4146659206 0.0258862 2.65353 1-569116 -0.3884946405887604 -0.4312688112258911 11.807971954345703 0 
8601-6102 247.711831631 40.0247994472 0.0279629 2.69438 1-135512 -0.2759687006473541 -0.09142157435417175 2.657679796218872 0 
8601-1902 249.557589993 41.9310529917 0.0279849 2.68118 1-94470 -0.11091086268424988 0.48304858803749084 1.1743041276931763 0 
8601-6103 247.530374396 40.8801572026 0.0301334 2.70186 1-135545 -0.15230830013751984 -0.18197865784168243 8.431726455688477 0 
8601-6104 247.641287575 40.5394009252 0.0300581 2.72917 1-135055 0.17785237729549408 0.6613335609436035 0.8204441666603088 0 
8612-3701 252.291995336 38.9389645227 0.0290337 2.65624 1-94977 0.061968330293893814 0.62162846326828 0.8806811571121216 0 
8612-12705 255.101564959 38.3517130924 0.0357928 2.58329 1-95842 -0.21308815479278564 0.16224828362464905 6.242545127868652 0 
8612-9102 254.397302719 39.2860887092 0.0333471 2.62489 1-96154 -0.34549111127853394 -0.32610729336738586 5.516654014587402 0 
8612-9101 253.28894609 38.8445461133 0.0519058 2.63289 1-95770 -0.5417709350585938 -0.4404117465019226 61.96049118041992 0 
8612-1902 254.096625941 38.3634672272 0.033179 2.58691 1-95825 -0.42795321345329285 0.20997045934200287 5.3746161460876465 0 
8612-12703 254.014681854 39.6455015077 0.0156578 2.63178 1-96077 -0.593940258026123 -0.1609220802783966 25.18428611755371 0 
8612-6101 254.829005993 38.8662970392 0.0336007 2.5777 1-95982 0.25621601939201355 0.6023268699645996 1.297005534172058 0 
8612-1901 253.467582812 39.7601617207 0.0349309 2.65865 1-594755 0.535142183303833 0.11589687317609787 0.812774121761322 0 
8612-6102 252.927152005 39.2358329891 0.0617588 2.654 1-564483 -0.003953330684453249 0.3927260637283325 1.7119499444961548 0 
8612-3703 253.508258644 39.4764176091 0.0697293 2.66521 1-94934 0.36852309107780457 0.13775715231895447 0.3037674129009247 0 
8612-12701 254.779362393 39.1340564197 0.0353986 2.51285 1-95990 -0.6656864881515503 -0.0907062366604805 13.306069374084473 0 
8612-6104 255.006946004 38.8160093546 0.0355774 2.56197 1-95843 -0.1542242467403412 -0.031911250203847885 7.409460544586182 0 
8612-12702 253.946381525 39.3105364276 0.0631152 2.67567 1-96075 -0.10812380909919739 0.3457801640033722 3.8811750411987305 0 
8588-12705 250.312873125 39.7523514003 0.0301398 2.43736 1-135383 -0.44183066487312317 -0.6217319965362549 50.6626091003418 0 
8588-6101 248.456755755 39.2632054313 0.0317611 2.49612 1-135517 -0.2889902889728546 -0.3292255699634552 18.65448760986328 0 
8588-12701 249.471809515 39.2498229771 0.0309035 2.51268 1-594602 -0.023915482684969902 0.4393252730369568 1.3066259622573853 0 
8588-12702 250.31305 39.29009 0.0305423 2.52478 1-634138 -0.5079888105392456 -0.4338638484477997 18.341527938842773 0 
8588-9101 250.156240419 39.2216349362 0.0352359 2.58191 1-135371 -0.025395909324288368 0.11526310443878174 2.3929169178009033 0 
8588-1901 249.717085826 40.1993481631 0.0364618 2.51954 1-135657 -0.37612688541412354 -0.32441237568855286 26.40817642211914 0 
8588-12703 250.534113325 40.2769106957 0.0327634 2.47637 1-95112 -0.40458354353904724 -0.5635111927986145 7.335669994354248 0 
8588-9102 250.548892075 39.4554392222 0.0300258 2.53167 1-594641 -0.3256135582923889 -0.5649296045303345 8.085707664489746 0 
8588-3703 251.470340991 40.1942385948 0.0384525 2.61537 1-95159 -0.5142317414283752 -0.41061243414878845 42.123863220214844 0 
8588-6103 250.349059361 40.2187885261 0.0331057 2.44848 1-135679 -0.3318581283092499 -0.5218359231948853 5.604649066925049 0 
8588-1902 249.770169345 39.2907848202 0.0304343 2.4324 1-135794 0.19287341833114624 0.8680040836334229 0.5160374045372009 0 
8588-3704 250.969273528 39.9833981175 0.0299994 2.48114 1-95093 0.3093644976615906 -0.09704741835594177 0.4378424286842346 0 
8588-3702 250.846417421 39.8064615397 0.0301764 2.48185 1-95092 -0.22192859649658203 0.019298169761896133 7.777652740478516 0 
8588-6104 250.668078167 40.1690871055 0.032454 2.37371 1-95111 -0.07409686595201492 0.3669390082359314 1.7121304273605347 0 
8602-6103 248.109719223 39.5177666069 0.0290694 2.60271 1-135520 -0.48492637276649475 -0.6110304594039917 8.026773452758789 0 
8602-12705 247.4626868 39.7665109344 0.0318464 2.63294 1-211074 0.13615596294403076 0.46120432019233704 1.1970731019973755 0 
8602-12702 247.688690721 39.1952321045 0.0303737 2.61163 1-211273 -0.34491458535194397 -0.06805291771888733 2.464182138442993 0 
8602-3701 247.361542684 38.4194026484 0.0305319 2.62727 1-211264 -0.3211830258369446 -0.5334117412567139 9.136137008666992 0 
8602-9102 247.763413807 39.5621866757 0.0321973 2.63511 1-210711 0.14842653274536133 0.17439141869544983 0.7025121450424194 0 
8602-6101 247.762349797 39.6237367083 0.0324164 2.58305 1-211105 -0.27622678875923157 -0.1945587396621704 5.4889445304870605 0 
8602-9101 245.50106378 38.9150731969 0.0172902 2.56575 1-248973 -0.46621134877204895 -0.36710166931152344 26.648380279541016 0 
8602-6102 247.23601071 39.6095520081 0.0351188 2.67541 1-211027 -0.5413540005683899 -0.46069440245628357 40.59357833862305 0 
8602-1901 247.336422888 39.8203959475 0.0260913 2.65501 1-211055 0.0393010675907135 0.024037716910243034 0.8643292784690857 0 
8602-6104 247.572410332 39.8894177689 0.0296549 2.66007 1-211077 -0.25037646293640137 -0.2096635103225708 3.6757547855377197 0 
8615-12705 319.662146239 0.295079116042 0.0421124 2.45672 1-179795 -0.4106665849685669 -0.2963626980781555 5.968790054321289 0 
8615-12704 321.443159095 0.93108017 0.135009 2.55801 1-550913 0.06770724803209305 0.009673730470240116 0.8642581701278687 0 
8615-1901 321.07220197 1.02835983255 0.0197432 2.53642 1-180047 -1.085375189781189 0.4319572150707245 40.88789367675781 0 
8615-6102 321.326019772 0.184748214618 0.0626213 2.52665 1-179844 -0.28647375106811523 -0.11765194684267044 5.895177364349365 0 
