# the excluded, use_AGN is True, use_composite is False
plateifu ra dec z psf mangaid BPT_x BPT_y EW_Ha is_limit 
9891-3702 226.943577224 28.8199794804 0.110593 2.68065 1-631872 0.05916411802172661 0.27042585611343384 2.873365879058838 0 
9891-12703 229.32448 29.40054 0.0175355 2.52287 1-593748 -0.5174305438995361 0.10174902528524399 4.932179927825928 0 
9891-3704 228.735926301 28.7597519597 0.0786576 2.69421 1-374400 0.23290109634399414 -0.0650220662355423 1.592603087425232 0 
9196-12701 260.126453553 52.6430405566 0.0309348 2.62874 1-595146 0.24403293430805206 0.5050386190414429 1.1568868160247803 0 
9196-3702 261.927877973 54.0523472977 0.0797598 2.63319 1-24641 -0.3086410462856293 -0.3836599588394165 10.806946754455566 0 
9196-3704 263.083695278 53.5462220634 0.0513564 2.65051 1-24798 -0.31670570373535156 -0.22006690502166748 5.1226725578308105 0 
9196-9102 262.48377647 53.477365959 0.0524203 2.56672 1-24524 -0.02089507132768631 0.38635942339897156 1.0645263195037842 0 
9196-9101 262.650628268 54.1012286534 0.0618638 2.59092 1-24814 -0.36825990676879883 -0.3708604574203491 5.917776584625244 0 
9196-12704 262.576708673 54.0598790529 0.0609003 2.60328 1-24652 -0.02576432004570961 0.31564292311668396 2.030404806137085 0 
9196-3703 262.38908157 54.3098600071 0.0828806 2.52925 1-24661 -0.06614416837692261 0.07048638164997101 4.502291202545166 0 
9196-12702 260.555540079 54.3180746625 0.111539 2.57866 1-25771 0.049905676394701004 0.47172871232032776 2.370898723602295 0 
9196-1901 261.469061271 53.5394472086 0.0300519 2.63564 1-24547 0.001360452501103282 0.5900914669036865 0.8492329120635986 0 
9196-6104 262.317715289 54.2059237546 0.0790931 2.60518 1-24822 -0.4471151828765869 -0.703902542591095 21.93699073791504 0 
9196-6101 260.51607353 52.9580010767 0.0989433 2.59691 1-24557 -0.12569114565849304 -0.07576652616262436 2.60644793510437 0 
9196-1902 261.10511407 53.5179199547 0.024214 2.5871 1-24553 -0.3092145025730133 -0.32944533228874207 17.74464988708496 0 
9196-6102 262.125425133 53.2529763275 0.0994188 2.63387 1-24533 0.329237163066864 0.7358165979385376 1.1381781101226807 0 
9196-6103 260.354712548 54.3049245811 0.0298797 2.62409 1-24603 -0.266783744096756 -0.3925783038139343 4.335245609283447 0 
9881-6102 205.213158666 24.4733117249 0.0270449 2.50951 1-523167 -0.22786135971546173 -0.2416372001171112 7.484390735626221 0 
9881-9101 205.658931144 24.4650614544 0.0281263 2.58773 1-523203 0.22493304312229156 0.5748506188392639 0.799275279045105 0 
9881-6101 205.543171514 24.5579164178 0.0606026 2.40498 1-523206 0.27292534708976746 0.5962491631507874 0.8941372632980347 0 
9881-1902 205.690424787 24.5900537916 0.0266493 2.47026 1-523211 -0.09576822072267532 0.1906861662864685 2.6007490158081055 0 
9881-6104 205.933957661 25.3921420352 0.0271406 2.50293 1-627173 0.22341442108154297 0.7473355531692505 0.8631201386451721 0 
9881-12701 205.419200168 23.1890214792 0.0323642 2.5161 1-568582 -0.4982120394706726 -0.7960624694824219 20.5141544342041 0 
9881-9102 205.386543129 25.3121083012 0.0391839 2.50291 1-458248 -0.6447398066520691 -0.1380450278520584 66.21589660644531 0 
9881-12703 204.738877751 24.980246406 0.0273425 2.44718 1-626840 0.10671387612819672 0.28077393770217896 0.7429883480072021 0 
9881-6103 205.638152898 25.3448980203 0.0622051 2.51906 1-458223 0.08002340793609619 0.7350512146949768 0.8279938101768494 0 
9881-12702 204.999064635 24.008089843 0.0532043 2.51976 1-523178 0.049042195081710815 0.21064694225788116 1.663785696029663 0 
9881-3702 203.81165409 25.044752109 0.0260925 2.51619 1-457872 -0.38226473331451416 -0.6748406291007996 27.31924057006836 0 
9881-3704 205.355710988 23.2474871744 0.0319661 2.56075 1-568583 0.28923526406288147 0.5340406894683838 0.7996976971626282 0 
9881-12704 205.326216402 24.4962006646 0.0268563 2.43081 1-523188 -0.19236065447330475 -0.1881067156791687 2.8464906215667725 0 
9881-3703 204.891366357 25.5560986915 0.0264207 2.58263 1-458301 -0.05288366973400116 0.4356331527233124 1.162156105041504 0 
9881-12705 205.373570269 23.1669644206 0.030694 2.54076 1-523085 -0.28780800104141235 -0.5852300524711609 19.893810272216797 0 
9881-3701 205.981208731 24.6800128911 0.13725 2.58115 1-523239 0.047262147068977356 0.262076735496521 1.4840381145477295 0 
9871-3703 228.797141891 43.1596836041 0.0182301 2.5551 1-322258 -0.6303095817565918 0.005117363762110472 45.353904724121094 0 
9871-6102 229.009499056 42.1462413591 0.0751903 2.53583 1-322240 0.06469763815402985 0.596643328666687 0.5160143971443176 0 
9871-3704 227.386987163 42.4899176174 0.0585718 2.52403 1-236175 -0.02043871209025383 0.602992057800293 0.5708446502685547 0 
9871-12705 228.372167425 42.3302546015 0.0279527 2.54612 1-593702 -0.47658678889274597 -0.7099671363830566 12.451507568359375 0 
9871-3701 227.360498507 42.5954051455 0.0174688 2.53924 1-236176 -0.6668896675109863 -0.04666406661272049 22.37529754638672 0 
9871-1902 229.230336571 43.1094638412 0.0182005 2.41438 1-321911 -0.8440223336219788 -0.07989384233951569 16.708688735961914 0 
9871-3702 228.295074885 43.2617104767 0.0277629 2.51674 1-321932 -0.24139754474163055 -0.2091737985610962 4.575239181518555 0 
9871-1901 228.91605 43.17848 0.0184279 2.55269 1-321914 -0.7025461792945862 0.08274036645889282 21.174579620361328 0 
9871-9101 227.547504702 42.607145053 0.0172671 2.6168 1-321936 -0.6962288022041321 0.06129756569862366 33.14434051513672 0 
9871-6101 227.863793703 41.0899929929 0.0307609 2.51674 1-236268 -0.3583899140357971 0.01975702866911888 13.243058204650879 0 
9871-6103 226.989232854 41.9023394247 0.0168608 2.55722 1-236158 -0.4156626760959625 -0.3324904441833496 10.575674057006836 0 
9871-6104 228.98459662 43.1667800105 0.0179804 2.52994 1-322262 -0.23707520961761475 0.6215717196464539 0.9962666630744934 0 
9871-12701 227.329239945 42.6750722013 0.0186231 2.58765 1-321938 -0.8239324688911438 0.23085232079029083 23.1893253326416 0 
9871-12702 228.280733463 41.2646196408 0.0290635 2.43743 1-593698 0.25105246901512146 0.5018553137779236 1.2329602241516113 0 
9871-12703 229.355528461 42.9564578142 0.0178878 2.49755 1-632214 -0.7447834014892578 0.2108243852853775 26.110137939453125 0 
9869-3704 249.523195508 39.506255251 0.0375808 2.53033 1-135418 -0.5754426121711731 -0.14521607756614685 43.915199279785156 0 
9869-12705 247.714769446 39.9896624805 0.0253577 2.49768 1-135500 -0.5380049347877502 -0.1463622748851776 23.40655517578125 0 
9869-6101 248.909205071 38.9727987048 0.0299832 2.47934 1-135491 -0.22945748269557953 -0.00926219392567873 5.201228618621826 0 
9869-3701 247.480416346 40.6599580358 0.0294585 2.47363 1-135101 0.1448475569486618 0.28249838948249817 0.7064977884292603 0 
9869-1902 247.287293882 38.5490673258 0.0327251 2.50917 1-211266 -0.6390895247459412 0.19192896783351898 24.122634887695312 0 
9869-6102 247.869050815 39.942797711 0.0310202 2.43611 1-135511 -0.40836209058761597 -0.4481355547904968 6.702807426452637 0 
9869-9101 246.591343199 40.9118371658 0.0295139 2.49142 1-211028 0.09575408697128296 0.5383411645889282 0.8963594436645508 0 
9869-9102 247.256607727 40.5348708 0.0278487 2.48511 1-135524 -0.3265521228313446 -0.518277645111084 11.03724193572998 0 
9869-6103 247.254797804 40.4950615378 0.0302344 2.51923 1-135534 -0.5050517916679382 -0.6769066452980042 10.09636116027832 0 
9869-12701 247.630905644 41.0941029331 0.034039 2.4154 1-135536 -0.40480610728263855 -0.46696704626083374 6.892497539520264 0 
9869-12702 247.241677177 39.3190882315 0.0339242 2.44876 1-211257 -0.23283331096172333 -0.26686254143714905 16.41176986694336 0 
9869-12703 249.537684437 39.9177974265 0.0293892 2.38911 1-634089 0.1095736175775528 0.5773075819015503 1.3218505382537842 0 
9045-12702 226.40417 31.16382 0.0334171 2.60771 1-631824 -0.4751637876033783 -0.7192078232765198 14.765828132629395 0 
9045-3702 225.781237535 31.2039199896 0.0333513 2.64903 1-373717 -0.5972699522972107 0.021894726902246475 25.079240798950195 0 
9045-12701 226.231810519 31.1249809921 0.0684827 2.62597 1-314719 0.49110743403434753 0.15467171370983124 0.13218314945697784 0 
9045-9101 227.200243557 30.1705525451 0.0588575 2.5696 1-631890 -0.41281139850616455 -0.549957275390625 31.706876754760742 0 
9045-3704 228.068422006 30.5189098948 0.0594979 2.58694 1-631986 -0.01771974191069603 0.37904462218284607 2.212625741958618 0 
9045-12703 228.5940189 30.8833526981 0.0661931 2.58748 1-315103 -0.1955045461654663 -0.21933305263519287 9.676237106323242 0 
9045-12704 227.901418339 31.7131450775 0.0469611 2.61826 1-315206 -0.3583158552646637 -0.5088194012641907 14.500243186950684 0 
9045-9102 227.536895057 31.8878363741 0.0304903 2.57748 1-314676 0.07226721197366714 0.711121678352356 0.942791223526001 0 
9045-3703 228.353657028 30.9584125448 0.0716997 2.6052 1-632035 -0.2994401454925537 0.25390902161598206 4.491426467895508 0 
9045-6103 226.591352584 31.2572839474 0.0867518 2.63513 1-314700 0.08653994649648666 0.6037054657936096 1.3447790145874023 0 
9045-6101 227.445570452 30.1345263349 0.0587474 2.57304 1-373995 0.17931148409843445 0.6263638734817505 1.172977328300476 0 
9045-1901 226.464753943 32.0099797304 0.0305246 2.62681 1-314736 -0.17775505781173706 0.36207330226898193 1.5798074007034302 0 
9045-1902 228.63271712 31.0309520948 0.0710725 2.57737 1-315099 0.0749049261212349 0.23089975118637085 1.9736993312835693 0 
9870-1902 233.165105061 44.5341852818 0.0375585 2.55902 1-199340 -0.04102135822176933 0.38073205947875977 2.13327693939209 0 
9870-6102 231.515491617 44.5336226308 0.0218231 2.57326 1-198885 -0.5413384437561035 -0.20383115112781525 17.856630325317383 0 
9870-3701 229.795587153 43.2045562882 0.0277098 2.60197 1-322291 -0.15087513625621796 1.083174228668213 1.1039483547210693 0 
9870-12705 231.93420602 43.0690416203 0.0175383 2.46372 1-199283 -0.9155248403549194 0.23531824350357056 35.340511322021484 0 
9870-3703 232.941324427 44.1081191767 0.0184499 2.48306 1-199321 -0.6364380121231079 0.0072073377668857574 6.546486854553223 0 
9870-12701 230.108412527 43.0484305988 0.0190149 2.41801 1-322308 -0.5874419212341309 -0.12569333612918854 8.338647842407227 0 
9870-3702 229.934607505 44.3218444145 0.0282004 2.57622 1-198949 -0.3532285690307617 -0.269342839717865 26.807777404785156 0 
9870-9101 233.28344626 44.5356789804 0.0367199 2.55871 1-199368 0.10842441767454147 0.3298645317554474 2.0136685371398926 0 
9870-6104 233.44112286 43.4462966622 0.0192958 2.60615 1-199384 -0.6006554365158081 -0.13847549259662628 18.55494499206543 0 
9870-6103 233.228291256 44.5387324245 0.0371223 2.63016 1-569138 0.13092495501041412 0.24657943844795227 3.059980869293213 0 
9870-6101 233.066255143 43.6293613092 0.0183472 2.5504 1-199360 -0.44557425379753113 -0.6483457088470459 6.684457302093506 0 
9870-12702 230.702022552 43.773504889 0.0393551 2.43298 1-198938 -0.806033730506897 0.16485029458999634 24.636947631835938 0 
9870-12704 231.80171 44.59704 0.0186934 2.50656 1-198887 -0.6430699229240417 0.019459467381238937 25.05016326904297 0 
9870-12703 232.761075491 44.5597467804 0.0711868 2.65035 1-198831 -0.23842282593250275 -0.1003924235701561 6.969421863555908 0 
9872-3704 234.127669317 41.1747630773 0.0547385 2.44461 1-322436 -0.280804842710495 -0.3640092611312866 9.6939697265625 0 
9872-3701 233.231957146 42.4382571042 0.0196973 2.45245 1-633000 -0.3691196143627167 -0.17700675129890442 22.244089126586914 0 
9872-1902 233.815568887 41.5705272312 0.0282654 2.39688 1-322575 -0.22582437098026276 -0.3703969419002533 4.9616780281066895 0 
9872-3702 230.574386471 42.2870128003 0.0178955 2.41235 1-322172 -0.7080692052841187 0.032924748957157135 18.78913116455078 0 
9872-12701 231.205309356 42.1725581055 0.0186498 2.5155 1-322161 -0.6381945013999939 0.04140926152467728 14.894218444824219 0 
9872-1901 231.042635218 42.0687225384 0.0187596 2.49974 1-322159 -0.5511906147003174 -0.1096096932888031 27.814208984375 0 
9872-12704 233.377171179 41.0961140392 0.0188785 2.41441 1-322451 -0.9183185696601868 0.3592907786369324 36.288814544677734 0 
9872-6104 231.631883687 42.8749106326 0.0184955 2.53493 1-322353 -0.6577088832855225 0.017686739563941956 10.05790901184082 0 
9872-9101 233.115235694 41.8117859622 0.0415867 2.36417 1-322563 -0.25302284955978394 -0.30905580520629883 9.246707916259766 0 
9872-6101 233.136291413 41.9804417118 0.0195673 2.42352 1-322581 -0.3954651653766632 -0.4118146002292633 10.067139625549316 0 
9872-12702 232.08017836 42.3547928 0.0408309 2.5559 1-322506 -0.542209267616272 -0.21171623468399048 15.77264404296875 0 
9872-6103 230.39627 41.90446 0.0181331 2.33742 1-322183 -0.7516210675239563 0.028318459168076515 19.21228790283203 0 
9872-12703 231.99773 42.84963 0.0185896 2.33174 1-593862 -0.6175664067268372 -0.1310645192861557 34.890933990478516 0 
9872-6102 232.041293457 42.2044581934 0.019474 2.53578 1-322507 -0.6976920962333679 -0.030102722346782684 24.84123992919922 0 
9872-9102 234.134706786 41.7992939146 0.0413954 2.46649 1-593934 -0.08218752592802048 -0.014708862639963627 7.174488067626953 0 
9872-12705 234.031337326 41.4919184761 0.055714 2.38071 1-322586 -0.2840060889720917 -0.06355515867471695 3.4840750694274902 0 
9883-12702 256.102714981 33.3758821506 0.0296443 2.41413 1-176908 -0.20172260701656342 0.42925897240638733 2.138031005859375 0 
9883-6101 254.901358098 32.0572727806 0.0898405 2.38079 1-212201 0.16026584804058075 0.24527965486049652 0.7690387964248657 0 
9883-1902 255.681287443 31.7781698173 0.0330264 2.40977 1-176647 -0.42702752351760864 -0.6317062973976135 22.983179092407227 0 
9883-6102 254.56799 33.00308 0.0376425 2.3855 1-176417 -0.6583159565925598 -0.07326019555330276 33.69588088989258 0 
9883-12703 256.541603749 33.6041293164 0.0826207 2.4786 1-177034 0.007653177250176668 0.1347987949848175 0.858741819858551 0 
9883-1901 255.54186554 32.8418387818 0.0378704 2.43119 1-176659 -0.4282609224319458 0.03608826547861099 10.855667114257812 0 
9883-9102 256.641390707 33.6929831578 0.0301502 2.45777 1-176947 -0.34381407499313354 -0.5903019905090332 28.3265438079834 0 
9883-3704 256.612609896 31.9928322927 0.0357656 2.41824 1-177461 -0.48905253410339355 -0.5228725075721741 34.97401809692383 0 
9883-3703 256.462065058 32.975386513 0.0313922 2.30423 1-176928 -0.06445641815662384 0.8208879232406616 1.3710252046585083 0 
9883-12704 256.550767354 33.5552301598 0.0819442 2.38772 1-176925 -0.1462169736623764 -0.09353616833686829 4.999746799468994 0 
9883-12705 256.72385 32.16955 0.0356734 2.39418 1-177632 -0.6539210677146912 -0.051229290664196014 27.291784286499023 0 
9883-3701 255.134051842 32.6707694455 0.0324859 2.49972 1-594855 -0.37017902731895447 -0.3196812868118286 54.47996139526367 0 
9883-3702 255.748749642 33.554510691 0.0849016 2.39531 1-176882 -0.0018719601212069392 -0.029186975210905075 0.0 0 
8322-12701 198.24297 31.25866 0.0202607 2.4653 1-624909 -0.6433655023574829 -0.07821056246757507 21.90306854248047 0 
8322-9101 199.60756 31.46795 0.018693 2.42303 1-591611 -0.6920585632324219 0.16691353917121887 67.54153442382812 0 
8322-12702 200.09610911 30.4447207527 0.0475717 2.48305 1-401725 0.10515457391738892 0.46823549270629883 1.130418300628662 0 
8322-6104 200.937091695 30.4762835224 0.046932 2.41147 1-418974 0.07528560608625412 0.35661184787750244 1.9483290910720825 0 
8322-12704 199.051371303 30.9502990173 0.0186529 2.45786 1-625154 -0.1885771006345749 -0.14516416192054749 9.156076431274414 0 
8322-9102 200.213653253 31.390762043 0.0453621 2.39475 1-419231 -0.39375609159469604 -0.5247247219085693 12.961751937866211 0 
8322-12703 200.702317907 31.3244967036 0.023701 2.48723 1-419251 -0.6780303716659546 -0.025237087160348892 12.216036796569824 0 
8322-6101 200.532227281 30.1444065186 0.0610557 2.42291 1-401783 -0.39565974473953247 -0.5585024952888489 8.84957218170166 0 
8322-12705 201.105947287 30.9592888955 0.0485022 2.41513 1-575232 0.1804896891117096 0.41706377267837524 0.8346379995346069 0 
8322-1901 198.784245451 30.4037749681 0.0231544 2.38064 1-625070 -0.3096736669540405 -0.6018198728561401 34.42986297607422 0 
8322-6102 200.294065817 30.3346395591 0.0603594 2.45101 1-401757 -0.3906475305557251 -0.589616060256958 26.777992248535156 0 
8322-6103 199.338732164 31.0593789008 0.01857 2.4371 1-419067 -0.6069613695144653 -0.13216912746429443 53.308143615722656 0 
8322-3701 199.066481776 30.264531572 0.0491864 2.38866 1-419028 -0.38242530822753906 -0.1729808747768402 18.82391357421875 0 
8322-3704 200.305919224 30.4781117192 0.0366007 2.41382 1-401759 -0.40173202753067017 -0.34710443019866943 18.81357192993164 0 
8322-3702 200.120280018 31.3519930682 0.0464059 2.40629 1-575209 0.13657361268997192 0.4542906582355499 0.46334826946258545 0 
9043-12702 230.610357493 28.9977326861 0.0742235 2.46065 1-632505 0.13141806423664093 0.30150139331817627 0.9525853395462036 0 
9043-6104 232.213336275 29.0573223952 0.0694631 2.50956 1-315863 -0.30431652069091797 -0.152869313955307 4.043137550354004 0 
9043-3704 230.903166956 28.643074785 0.084046 2.458 1-374514 -0.13283957540988922 0.1455460786819458 1.4047070741653442 0 
9043-12703 231.27392 29.67017 0.111541 2.4494 1-632641 0.3647124469280243 0.23582690954208374 0.5623032450675964 0 
9043-3702 231.151619755 28.7750197697 0.0867757 2.40623 1-374549 0.03421827033162117 0.5198547840118408 2.219940185546875 0 
9043-6102 231.30472055 28.3594654889 0.0636008 2.47989 1-632643 0.14528609812259674 0.5618153810501099 1.527974009513855 0 
9043-12704 231.34751 29.17189 0.0214421 2.48059 1-632653 -0.46020135283470154 -0.321092814207077 16.308340072631836 0 
9043-1901 230.369807442 29.2816083492 0.0501625 2.3862 1-374844 -0.20412258803844452 0.010477401316165924 2.958197593688965 0 
9043-6101 231.477308726 28.463429325 0.0671709 2.46242 1-374963 0.8137052655220032 0.7810970544815063 0.04521040990948677 0 
9894-6102 251.74187 19.67064 0.0230133 2.50204 1-294166 -0.870665967464447 0.23675338923931122 38.364505767822266 0 
9894-6101 250.42475523 20.079417104 0.0604006 2.5039 1-294355 -0.24931511282920837 -0.2967664897441864 14.44365119934082 0 
9894-3702 251.235032678 21.7752568834 0.0312239 2.47013 1-294376 -0.08412418514490128 -0.04839397966861725 2.211010456085205 0 
9894-6103 250.198809457 20.9203892063 0.0231724 2.42749 1-294369 -0.6243071556091309 -0.10723793506622314 11.44677734375 0 
9894-6104 250.907826335 21.6912870652 0.0353909 2.43053 1-294374 -0.45661163330078125 -0.707328736782074 18.786256790161133 0 
9894-12702 251.314269968 19.6621995364 0.054519 2.41744 1-294319 -0.301970899105072 -0.5061262249946594 18.547386169433594 0 
9894-1902 251.173555001 19.7769710826 0.0232091 2.47684 1-294335 -0.7569509744644165 0.2076309621334076 40.472965240478516 0 
9894-12705 250.900743626 20.231689384 0.0230433 2.46845 1-294344 -0.5628317594528198 -0.27235203981399536 20.835369110107422 0 
9894-12701 250.312960997 20.752210151 0.023336 2.41246 1-294489 -0.6537612676620483 -0.15576960146427155 6.662423133850098 0 
9894-12703 251.419481827 21.821942719 0.0320091 2.5048 1-294633 -0.3724541962146759 -0.509797215461731 51.213653564453125 0 
9894-3703 251.128190301 19.9407630418 0.0229775 2.47824 1-294332 -0.42043042182922363 -0.46439242362976074 38.391849517822266 0 
9894-12704 251.096178525 20.4130047877 0.0609603 2.45332 1-294327 -0.42231252789497375 -0.4478352963924408 7.61549186706543 0 
9894-9102 251.605155457 19.769592709 0.0231664 2.49055 1-550782 -1.3261319398880005 0.48785173892974854 102.16392517089844 0 
9894-3701 250.681143396 20.3632265734 0.0232843 2.48425 1-294356 0.16671952605247498 0.467647522687912 1.8767096996307373 0 
9894-3704 252.725498934 20.5229393192 0.0550603 2.40663 1-294189 0.05773979797959328 0.5351763367652893 0.8294781446456909 0 
9888-12702 236.321146067 27.9137608113 0.0766708 2.51461 1-316728 -0.23875074088573456 -0.2939308285713196 5.097332954406738 0 
9888-6103 237.046092646 26.9283740153 0.0902347 2.49187 1-549008 0.1905183494091034 0.2550096809864044 0.8560388684272766 0 
9888-1902 238.028347327 27.5587420659 0.0724727 2.50662 1-317315 -0.0010546572739258409 0.57588791847229 1.7749590873718262 0 
9888-3701 236.008027786 27.6993113757 0.0321923 2.50835 1-593989 -0.16452869772911072 -0.17871952056884766 5.2159199714660645 0 
9888-12705 236.901377571 26.0637670424 0.0315789 2.41934 1-375695 -0.3802153766155243 -0.6306105256080627 26.062036514282227 0 
9888-3704 236.896206552 27.8073266975 0.0759179 2.46639 1-317211 -0.17451153695583344 -0.12440557032823563 0.151414692401886 0 
9888-12704 236.006339163 28.2770287796 0.0332288 2.51796 1-316945 -0.3527987003326416 -0.7318962216377258 51.54032516479492 0 
9888-9101 235.398323152 28.0495680836 0.0318915 2.54313 1-316920 -0.26092207431793213 -0.33707988262176514 11.749702453613281 0 
9186-9101 260.66638186 30.8812701774 0.0431087 2.44998 1-547548 0.25650909543037415 0.6766687035560608 14.880629539489746 0 
9186-3703 260.479394187 29.8464327788 0.0468022 2.43639 1-547596 -0.35610640048980713 -0.6153867244720459 17.06216049194336 0 
9186-6102 259.122344877 29.4462496562 0.0301874 2.39301 1-178497 -0.3632093667984009 -0.47229820489883423 14.499189376831055 0 
9186-12701 258.59475085 29.3047117912 0.0456975 2.27465 1-178065 -0.3923562169075012 -0.5939962863922119 8.095775604248047 0 
9186-9102 260.828730539 30.0315522434 0.0903013 2.44297 1-547579 -0.010030673816800117 0.1379498690366745 1.6580644845962524 0 
9186-3702 257.910355978 31.1735527936 0.030179 2.40717 1-178103 0.04645466431975365 0.47464635968208313 1.0909945964813232 0 
9186-12705 259.464348102 29.6422797126 0.0280884 2.40654 1-177965 -0.39892128109931946 -0.644993245601654 10.325610160827637 0 
9186-6104 259.697652724 30.9319876836 0.0453543 2.38635 1-178183 -0.00437826756387949 0.36752504110336304 1.314307451248169 0 
9186-12702 258.794060757 29.2632047573 0.0448847 2.4475 1-178022 -0.354451060295105 -0.4822024405002594 5.049115180969238 0 
9186-6103 258.118498596 30.9096780813 0.054692 2.43403 1-634665 -0.3336133360862732 -0.4565437436103821 15.192538261413574 0 
9186-1901 258.832956467 29.4163772312 0.0372645 2.39931 1-178031 -0.4101219177246094 -0.3225289583206177 27.72219467163086 0 
9186-3701 258.119458173 29.2735746445 0.0455958 2.3234 1-177942 0.004192023072391748 0.20668861269950867 1.4179192781448364 0 
9186-12703 258.772957673 30.8345924966 0.0295048 2.41653 1-178138 -0.4043712615966797 -0.3382132649421692 6.856178283691406 0 
9186-12704 259.432548799 30.5246660114 0.0840058 2.45425 1-178180 0.12197364866733551 0.25103145837783813 0.8054742217063904 0 
9186-6101 257.553030469 30.3082104503 0.0306981 2.46742 1-178095 0.2762489318847656 0.614596962928772 0.8593236207962036 0 
8619-3703 323.33666397 11.5934174348 0.0612974 2.42097 1-114292 0.05898083746433258 0.7554352283477783 1.5042986869812012 0 
8619-12705 323.764605121 10.9603846391 0.0116421 2.38225 1-114147 -0.8496543169021606 0.1913912296295166 15.111024856567383 0 
8619-1902 323.932154836 11.6507729216 0.0454441 2.38118 1-114316 -0.2560664415359497 -0.3352455496788025 8.196036338806152 0 
8619-3702 323.105171694 12.5476178924 0.0535958 2.44119 1-114235 -0.3538821339607239 -0.162714421749115 6.060515880584717 0 
8619-1901 322.78229762 11.474054182 0.0876186 2.44128 1-114063 0.22784751653671265 0.4211910367012024 0.7159584760665894 0 
8619-12701 322.242776107 11.3665010958 0.029211 2.38714 1-114230 0.09073039144277573 0.3308406472206116 0.9720199108123779 0 
8619-12704 322.892947692 11.6539824015 0.0205518 2.30418 1-114253 -0.9258238077163696 0.16938666999340057 24.587045669555664 0 
8619-12703 322.828842369 11.5653492247 0.0468501 2.43399 1-114059 -0.2971724569797516 -0.18182478845119476 5.915886402130127 0 
8619-6104 323.475873493 10.4803515458 0.0772846 2.45158 1-114124 -0.28990161418914795 -0.0600619800388813 0.4507025480270386 0 
8619-3701 322.93337185 11.3812005769 0.0475871 2.37171 1-114252 -0.007199446205049753 0.7783653140068054 2.0672519207000732 0 
8619-6103 322.294288912 11.7187303015 0.0985208 2.3337 1-114035 0.2326880395412445 0.2138838768005371 0.8098639845848083 0 
8619-6102 323.819317898 10.2967224879 0.0770324 2.38163 1-114098 0.14583930373191833 0.48209935426712036 1.3463295698165894 0 
8619-9101 322.327484037 11.2009799461 0.0891051 2.44512 1-114214 0.21414434909820557 0.1378258764743805 0.4852561950683594 0 
8619-9102 322.90647621 11.8316571784 0.0288302 2.42462 1-114245 0.2412620484828949 0.6540951728820801 1.1433486938476562 0 
9893-3704 256.007737099 24.1719916009 0.0313472 2.62846 1-325913 -0.3340953588485718 -0.4460853934288025 10.271257400512695 0 
9893-6103 255.99939012 25.0788395101 0.0389033 2.55241 1-324635 0.21684111654758453 0.5800063610076904 0.8661700487136841 0 
9893-1901 256.026552042 25.0201148358 0.0378113 2.52124 1-324637 -0.271909236907959 -0.02541748248040676 2.961883544921875 0 
9893-6104 256.365815189 25.2044438818 0.0362574 2.55401 1-326102 -0.49343734979629517 -0.4102756083011627 19.00768280029297 0 
9893-3703 256.410457145 25.2083550431 0.0375402 2.5783 1-326103 0.2670381963253021 0.516360342502594 1.2594516277313232 0 
9893-12702 255.881516323 25.2283629693 0.0482449 2.61271 1-324605 -0.4851509928703308 -0.4869399070739746 23.526260375976562 0 
9893-12703 256.705047623 24.905921091 0.0372185 2.57836 1-324658 -0.2319246232509613 -0.2946034073829651 9.787942886352539 0 
9893-12705 256.584486758 24.7704412327 0.0398963 2.57046 1-324762 -0.5120785236358643 -0.3789132237434387 10.80921745300293 0 
9893-12701 254.68642186 25.1505628873 0.0532521 2.5827 1-325663 -0.3857668936252594 -0.627912163734436 11.385008811950684 0 
9893-9102 256.651407261 24.5454163023 0.0382303 2.52004 1-324789 -0.4030781090259552 -0.486400306224823 10.893228530883789 0 
9893-12704 256.133083449 25.215274464 0.0375767 2.55195 1-326095 -0.5924348831176758 -0.003659579437226057 27.153242111206055 0 
9893-3701 256.013990372 24.2644284496 0.0308062 2.61465 1-324619 -0.29524242877960205 -0.2026476413011551 7.193870544433594 0 
9513-12704 29.7560394203 13.22457624 0.0443152 2.59502 1-41833 -0.4834432601928711 -0.3873736262321472 21.287221908569336 0 
9513-9101 29.8615119115 14.4915951107 0.0472965 2.59012 1-42896 -0.472318559885025 -0.21591511368751526 28.43663787841797 0 
9513-12701 29.6446685788 12.4511635795 0.0153714 2.58252 1-41864 -0.8837034702301025 0.11987544596195221 10.045183181762695 0 
9513-6103 29.567641238 14.2966260171 0.026139 2.61622 1-42899 0.16277055442333221 0.584471583366394 0.8002123832702637 0 
9513-3703 31.3456927493 14.156854678 0.0862395 2.65036 1-41982 0.06918434053659439 -0.007596423849463463 1.3822349309921265 0 
9513-12702 29.0634608466 13.1658441664 0.0255351 2.52772 1-42585 -0.2081652581691742 -0.06842183321714401 2.094709873199463 0 
9513-6102 29.984666938 12.4595705879 0.0388333 2.60012 1-41843 -0.6028648018836975 -0.13237863779067993 39.76871871948242 0 
9513-1902 30.7081937163 14.5206085491 0.0319639 2.64711 1-41918 -0.813234269618988 0.331364244222641 60.48453903198242 0 
9513-12705 30.7014177363 12.5948020613 0.0470871 2.63376 1-41771 -0.3874973654747009 -0.18180428445339203 17.1224308013916 0 
9513-9102 29.1938996734 13.2767782485 0.0448733 2.57803 1-42588 -0.37804901599884033 -0.5803481340408325 15.122450828552246 0 
