# AGNs_file: data/AGNs-2018-04-26.dat
# Using datacube fitting map to calculate the L[O III] 5007
plateifu LO3 LO3_err_low LO3_err_up LO3_redcorr LO3_redcorr_err_low LO3_redcorr_err_up outflow_strength outflow_strength_err
7495-1902 39.53623161431995 0.0010603917243580511 0.001267280212862513 39.65635120069981 0.09374249904269233 0.491424517264807 0.0008645596752389612 0.0006841116416902532
7815-6104 42.50973134777506 7.344580260656296e-05 7.510125187296896e-05 42.61506259911391 0.01732007700436971 0.48294102174753645 0.2109876083165601 0.0001564459240877599
7991-6104 40.25405867633518 0.0004883314008158864 0.0004883314008158864 40.60625790630735 0.066967828930095 0.4342944819032518 0.032891784232597254 0.0008808204197858839
7991-3702 39.90139360710171 0.0011017469023681717 0.0011222600845065692 40.43137294407178 0.04300818983839143 0.4552801220962236 0.0968542109505841 0.0023491241418051208
8132-6101 41.13491417008411 0.0017890631475469035 0.0018243211023735158 41.72434183755838 0.08414513462538241 0.46623092353464024 0.2401694758186082 0.004574445253043909
8247-6101 39.594814874480306 0.0014204556427672818 0.0019746253162492363 39.92759707439795 0.07240175653768033 0.7492786214193503 0.018203482069817714 0.0014170335497284703
8137-3702 41.75490205015135 0.000530421695151633 0.0005324998327821049 42.003610927655764 0.053102526386765034 0.4372513422445003 0.06841615271027977 0.0010238132690531918
8141-1901 40.675637481860626 0.0002938363238991664 0.0002939585804812597 40.971087076386645 0.03989355586289809 0.4343691294783393 0.023717662471359 0.00043060438027434306
8143-6101 41.81004097664833 0.000449541749720499 0.00045959709853777864 42.12030703484483 0.06427587482419164 0.4576806545347374 0.1051929363396064 0.0009196230157252742
8256-12704 41.68375272628968 0.0005956413822440551 0.0006026228852359141 41.835779148203784 0.035867250549000945 0.4421474634500664 0.19043447475154615 0.0013854839402751172
8249-3704 40.210714665743474 0.0007510633575736466 0.0007764831793424441 40.879580103152165 0.20402117724807298 0.44080429587005066 0.13181935873342374 0.001642741363621433
8319-12705 39.97730368702481 0.0036474893775351683 0.004345213937007233 40.62205642105309 0.11861552897480934 0.7994490990955673 0.27944176480072835 0.010506019894157705
8341-12704 40.70080738108053 0.00040337079405044 0.0004542023766195935 40.884976784868314 0.033343400141862475 1.011786420837191 0.45848937550567553 0.001649438930953598
8439-6104 40.139145874022915 0.0016729787282517474 0.0016855290934844668 40.768686363440395 0.13016986102163966 0.4363146102134137 0.11389778638936614 0.003321599151225117
8452-1901 40.025994667228005 0.0004990461229193752 0.0005074321828113717 40.04024917089521 0.07165771133250834 0.4360070719334935 0.0024518319369101 0.0002958524997848396
8483-12703 40.187137107553546 0.0011626440695360304 0.0011671702570192916 40.196583849662204 93.35581889574951 0.4363059234414846 0.0 0.0
8482-12704 40.66318742933624 0.0015712191015079036 0.0015713444904779043 40.82134578448283 20.333185365350683 0.43439554041118505 0.07007516087810874 0.0028517795473524434
8549-12701 41.00345957985443 0.00046414510727300456 0.00047950399734842736 41.12799110037872 0.04566360471502372 0.6010263394274754 0.04146404856504136 0.0008362531379366106
8465-12704 40.77608377970093 0.0004510312537520884 0.0004786980757506479 41.06519353652969 0.08547020401087911 0.4651068289708114 0.000514923412360526 0.00011298455468722083
8552-12701 39.93025275135072 0.0015031146209579672 0.0018483155701308077 40.48053281026605 0.07123785658723354 1.0382222146007234 0.13331155037111114 0.0033443260460236965
8552-9102 40.22878975001842 0.0053234718953105815 0.005598242738270974 40.459968533061634 0.041658355195361055 0.4884204022950449 0.013240283156525355 0.0037489306063359425
8318-3704 40.14487412420304 0.001042695244181023 0.0010493353734986632 40.24510079028562 0.10902304577602576 0.4380959742108076 0.11983462399045476 0.0022272852225875364
8318-6102 41.50437299554561 0.0012017192530728957 0.0013095000928087636 41.777796681738465 0.06153044403285409 0.4871555026287927 0.09900512438215091 0.0023907658592985308
8464-6101 42.00934111944603 0.0003742360543020949 0.00038326229294814116 42.54092167247392 0.02454192988252593 0.45438323176168244 0.1659925091742457 0.0008084036594451471
8320-3704 40.064394096598484 0.000689721708526786 0.000764268487546636 40.22931139238377 0.06404883301070967 0.5665872523697912 0.03276032110325771 0.0012208503973740047
8550-3704 40.206760698379355 0.001265394668607812 0.0012991891050372956 40.39103785261691 0.06423096699544567 0.5092958028833048 0.13629656139146673 0.002820851135700078
8606-12701 40.5231923556129 0.002194227531441023 0.0022909292225154927 40.9494258614738 0.09838546348991863 0.5225099160776843 0.312554210511714 0.006463602704160386
8314-3704 39.46202122496247 0.0034938860880521093 0.003578343434376439 39.84828341125599 0.07287421246402377 0.45478922814232403 0.09011974515216829 0.00621823722614754
8611-3704 39.68616973973498 0.0030505388559696183 0.003444657685608161 40.13365680165055 0.09665009247183036 0.6563741189922081 0.1830263580577083 0.007179900992176938
7992-9102 41.58433770903089 0.0009260781319116208 0.0009869345084492786 41.68666979449488 0.09652440102215207 0.4835115397885972 0.37506180067694456 0.003062554066603811
8603-6101 39.5896825009447 0.002383387005116577 0.002383387005116577 39.76117670351838 0.08533031569375683 0.43429448190325176 0.0 0.0
8612-12704 41.461030230684 0.0001691063712954788 0.00017189553801483332 41.683786078952274 0.029049858182358664 0.4736187591004247 0.10787290378698365 0.00032815221349251437
8588-12704 40.08964700667054 0.0013742456361283423 0.001563661322720804 40.70743388213554 0.1135805174482567 0.5074067466839612 0.2145675483259634 0.0034813863177822844
8602-12701 40.01849964777736 0.0013484041988983293 0.0014249369909676468 40.271868609323285 0.05811248718157486 0.5298039102516107 0.14727788986103382 0.002990335205544832
8077-6103 40.36860798320757 0.00065434081486803 0.0009275263100574764 40.52559440044247 0.03506708458357947 0.8052616111771326 0.006101399532419489 0.0007428771875283083
8147-6102 39.9114642574414 0.003169331690178392 0.004532650640356285 40.38113833116087 0.10960914100831257 0.6693786390685228 0.017624425235812334 0.0030455731619965167
8146-12705 40.024954907320655 0.0023452660294985264 0.0025145784539480328 40.17791254553623 0.1337133695317008 0.5031301190277027 0.018806048910495313 0.0027618854631105256
8084-6103 39.273651777836236 0.002785566299447042 0.0037080803747261944 40.029752257571225 0.127474295987449 0.6391671319447393 0.012528875325294687 0.0020283967928333094
8718-12702 40.82182127336221 0.00047385176657423596 0.0006041591869423499 41.03276736538149 0.03343655911961673 0.7218149634027149 0.220667454537125 0.0011887630000840478
8718-12701 40.467922449731496 0.0008023086275138576 0.0009829710234160762 40.87307538418249 0.059654540713697954 0.5801285208535067 0.02845592954461876 0.0012975925245420766
8725-9102 40.651279286829514 0.0007729443433262767 0.0009031809196513791 41.12082797089756 0.04099319719537747 0.6307765870528169 0.09573006826753613 0.0016596200067703125
10001-6102 40.31495774371141 0.0008050678649547685 0.0009005385754900806 40.860460257306876 0.031557768435206655 0.5834127972974338 0.20528853348594106 0.0020217565503229886
8715-3702 42.48874454483062 6.528768262547882e-05 6.52929676635645e-05 42.50062596978834 0.015371288509353022 0.4343755334502154 0.6027094491986554 0.00047370295778662204
8255-6101 40.51437203617041 0.0019291296145067063 0.0019442696323652869 40.8477412911598 0.11385755257389309 0.6419880231079405 0.12779014156821586 0.00400536012124146
8241-9102 40.57183696087889 0.0010496993590129505 0.0010663768029349852 41.13358863618218 0.19691387625822868 0.43638145681360185 0.024147695904876827 0.001372100439663332
8241-6102 41.348830354132 0.0001634094029829603 0.00022499020801186443 41.483866023731274 0.01253399905789048 0.8822158533844306 0.18340911981728872 0.00035178272283329395
8720-1901 40.353477592003266 0.00023786422490718222 0.00023786422490718222 40.50827531307559 0.05914002322146466 0.4342944819032518 0.002266100857554569 0.000207736129453385
8547-12701 40.602935481240294 0.0007097633106438532 0.0008123813662421647 41.367640636353975 0.060324049559211834 0.5302006628304023 0.021234437119610153 0.0010313375480437421
8978-12705 39.687852650303725 0.002502834846389396 0.003077354330491468 39.98277235717831 0.05546455738798921 1.3744696938084926 0.12105799554331097 0.0055154551415697575
8978-6102 38.72132914129837 0.005739509058460019 0.007967446211678077 38.72132914129837 33.187066662796504 0.6419305027908482 0.0 0.0
8978-9101 39.77290148203067 0.0014382857561538627 0.002126238493841239 39.983411336125315 0.08738962392014253 0.9314016308781303 0.0 0.0
8979-6102 39.93480704602778 0.0017413008179182402 0.0018623695870551567 40.044821889751844 0.08202563618295029 0.5700939591558908 0.07451377261473918 0.0034898086561685154
8948-12704 40.64311909533969 0.001698931111485174 0.0019661636241536857 41.107535594090656 0.054675882639602734 0.6045746867803241 0.4719026804558979 0.007226015705732071
8946-3701 40.503542537173615 0.0016879822982210646 0.0017124398775144308 40.89599217469747 0.05846296253649521 0.4613510833082429 0.3228251470736373 0.0052375962212572605
8947-3701 40.848329203275576 0.00043843666859192884 0.00044059885041753413 40.9695169408614 0.04759935762024647 0.4478555386597321 0.018893250141672067 0.0006934923847183078
8945-3703 39.81297359797273 0.0027098252526151488 0.0028689873966568098 40.25604974316165 2.2578115547965036 0.621320358718091 0.0994062810031802 0.005300108822069928
8597-3703 39.994171656044045 0.001576007651881335 0.001577757756519047 40.297470990923976 0.19575919388244684 0.43444397953976494 0.011331350083953284 0.001481620826814112
9026-9101 40.594589434943565 0.0006454871137212067 0.0006733577177868662 40.90586346065375 0.043210597361235364 0.5440626738000348 0.09352378716954174 0.0013532688871155355
9049-1901 41.549386494166285 0.0008837979436889124 0.000986130803601364 42.06420057060299 0.06287572399122757 0.7656453460066049 0.382887324954758 0.0030071908267232015
9002-12702 40.18100537166418 0.0023096365724804314 0.0023096365724804314 40.24569678012615 nan nan 0.07762746662896187 0.004665552342099388
