# the excluded, use_AGN is True, use_composite is False
plateifu ra dec mangaid BPT_x BPT_y EW_Ha is_limit edge_on 
8936-1902 116.49261901 29.715400785 1-152632 0.20429125428199768 0.5061953067779541 0.6234661340713501 0 0 
8936-9102 117.11645399 30.0690961635 1-152777 0.15946942567825317 0.41506293416023254 1.0550923347473145 0 0 
8936-12704 116.825263443 30.9904274865 1-152743 -0.9466468095779419 0.34768426418304443 76.85751342773438 0 0 
8936-6102 116.534396081 31.0199425364 1-152700 0.13529054820537567 0.30956029891967773 0.8822853565216064 0 0 
8936-6104 117.929431767 30.4487515558 1-152828 -1.087382197380066 0.49176424741744995 101.1065444946289 0 0 
8938-3703 121.126303813 30.0070714592 1-146432 -0.4112187623977661 -0.6634751558303833 20.730384826660156 0 0 
8938-3702 119.33039325 30.4918420904 1-201892 0.10791292041540146 0.6000235080718994 0.8198949694633484 0 0 
8938-12702 120.814384478 30.7965108405 1-201756 0.1264316439628601 0.37374448776245117 1.6513959169387817 0 0 
8938-12703 121.969894867 30.5963162891 1-146465 -0.23941582441329956 0.02708812616765499 2.631093740463257 0 0 
8938-3701 120.147604206 30.4017478792 1-201798 -0.23128576576709747 -0.5038519501686096 14.469383239746094 0 0 
8938-12704 121.489662307 30.3718231126 1-146440 -0.23088881373405457 -0.07760323584079742 3.6182756423950195 0 0 
8938-12705 121.06602 30.18235 1-604980 -0.5980203747749329 -0.1406472623348236 26.7108154296875 0 0 
8938-9102 121.886131979 30.8124577638 1-146463 -0.12341252714395523 0.3107055425643921 2.15928053855896 0 0 
8938-12701 119.757477557 30.9760246615 1-201874 -0.3280086815357208 -0.34829825162887573 7.843266010284424 0 0 
8938-9101 120.623738782 30.8636815558 1-201812 -0.3796197175979614 -0.5702738761901855 14.328577995300293 0 0 
8938-1902 120.699665063 29.4698282136 1-146292 0.04840483143925667 0.3312901258468628 1.2013624906539917 0 0 
8938-6102 120.067091114 29.4714367719 1-146344 0.006658034399151802 1.0897462368011475 2.0366322994232178 0 0 
8941-3703 121.70479387 26.1689648879 1-218200 -0.46873700618743896 -0.36111170053482056 18.534212112426758 0 0 
8941-3702 120.008018002 27.1145361383 1-164148 -0.6165080070495605 -0.030696986243128777 51.00967025756836 0 0 
8941-12703 122.727067782 26.6967401924 1-218328 -0.6401964426040649 -0.07169067114591599 21.502397537231445 0 0 
8941-9101 120.2031496 26.9862724026 1-163975 -0.12138135731220245 0.21376605331897736 0.951636016368866 0 0 
8941-3704 122.738581866 26.3049875958 1-218326 -0.07680685818195343 0.46715500950813293 1.0841543674468994 0 0 
8941-12704 121.158813939 26.9417279368 1-163907 -0.711344838142395 -0.05903390049934387 13.344123840332031 0 0 
8941-1901 120.723976721 28.4571247784 1-146247 -0.10903650522232056 -0.04942512512207031 1.9141120910644531 0 0 
8941-3701 120.059598154 26.6980146136 1-163965 0.3596494495868683 0.38326311111450195 0.8177487850189209 0 0 
8941-12702 122.238861621 26.6429539534 1-218353 -0.6710230708122253 -0.059697315096855164 11.850231170654297 0 0 
8941-12701 120.063604131 27.5899885407 1-164062 -0.5120307207107544 -0.1367783099412918 6.1168107986450195 0 0 
8941-9102 121.625742505 26.8989373467 1-218152 0.09396541118621826 0.2156933695077896 2.1099929809570312 0 0 
8941-6104 121.726700902 26.3742046649 1-218167 -0.6915066242218018 0.050880324095487595 26.116397857666016 0 0 
8941-12705 121.990988994 26.0289828842 1-605029 -0.5201900005340576 -0.18980905413627625 8.039517402648926 0 0 
8941-6103 121.331303319 27.0711340102 1-163908 -0.5745748281478882 -0.1465892493724823 23.20501708984375 0 0 
8941-6102 122.115480415 26.3725704363 1-218248 -0.4377756416797638 -0.43066224455833435 13.229958534240723 0 0 
8941-6101 120.26105164 26.8041160655 1-604928 -0.40575575828552246 -0.5310178995132446 24.848648071289062 0 0 
8937-12703 120.232680129 29.9226162028 1-146380 -0.27959731221199036 -0.13126906752586365 4.18759822845459 0 0 
8937-9102 119.910133628 28.7460943949 1-146360 -0.3860192596912384 -0.4490528106689453 9.02911376953125 0 0 
8937-12701 117.146319291 30.1543656985 1-152770 -0.33141231536865234 -0.16092796623706818 7.843008518218994 0 0 
8937-12704 118.63755 29.710836 1-604878 -0.6365770101547241 -0.05457701161503792 14.153825759887695 0 0 
8937-1902 117.860481432 28.2342173929 1-201392 -0.05182226747274399 0.5067267417907715 2.6983189582824707 0 0 
8937-6101 118.378262546 28.3140623488 1-556527 0.06387818604707718 0.6125105023384094 0.9720004796981812 0 0 
8937-6103 118.998275581 29.8320062313 1-201685 -0.8200923204421997 0.23073720932006836 18.347810745239258 0 0 
8937-1901 116.997855346 29.1906894262 1-201307 -0.3098801374435425 0.3837078809738159 9.3722505569458 0 0 
8937-6102 118.794043458 28.6993967173 1-146067 -0.8641303777694702 0.09073506295681 14.709373474121094 0 0 
9490-12705 123.215342993 19.6355146802 1-412544 0.21064762771129608 0.5101466774940491 0.8855785727500916 0 0 
9490-6101 120.994846241 19.3642418355 1-383208 -0.39906927943229675 -0.6706101894378662 12.163183212280273 0 0 
9490-6102 122.127680014 19.208471696 1-383264 -0.2346038818359375 -0.2634925842285156 8.113238334655762 0 0 
9490-9102 122.560990601 20.2072662101 1-383319 -0.2000027745962143 -0.08927854150533676 0.735194206237793 0 0 
9490-12702 121.137535132 19.8512585074 1-382980 -0.5596857070922852 -0.2759992182254791 28.594711303710938 0 0 
9490-12704 122.135669705 20.5373774612 1-383648 -0.5349017977714539 -0.24066129326820374 8.374933242797852 0 0 
9490-12703 123.515745273 20.1232127819 1-383562 -0.5353999137878418 -0.18711641430854797 17.46738052368164 0 0 
9490-3702 121.785617617 19.885254765 1-383025 -0.5400276184082031 -0.5505927205085754 27.476318359375 0 0 
9490-3704 122.519651295 19.7455904192 1-383589 -0.44469159841537476 -0.27447137236595154 27.704322814941406 0 0 
9490-12701 121.241758658 19.3137174702 1-382729 -0.36693787574768066 -0.21079610288143158 9.58781909942627 0 0 
9490-3701 122.352258486 19.6281973296 1-383608 -0.23938333988189697 -0.19560396671295166 3.570145845413208 0 0 
9490-6104 123.059222223 20.3150150543 1-383292 -0.6914387941360474 -0.008906668052077293 18.749271392822266 0 0 
9490-1901 122.465158942 20.429373175 1-383667 0.09483414143323898 0.3295455574989319 1.0546177625656128 0 0 
8977-9101 118.31988726 32.5437329364 1-153028 0.20533795654773712 0.33170658349990845 1.0472599267959595 0 0 
8977-3704 118.774403646 32.7286684209 1-153038 -0.8119230270385742 0.2572612464427948 95.82806396484375 0 0 
8977-6103 116.753948833 34.3002847317 1-604824 -0.2116735428571701 -0.1316913515329361 4.596594333648682 0 0 
8977-6104 118.809562726 33.3532344702 1-153035 -0.4158688485622406 -0.6394429206848145 21.997909545898438 0 0 
8977-1901 117.362640441 33.8354345075 1-121387 -0.1609492152929306 0.2630351781845093 0.5758702158927917 0 0 
8977-6102 117.974205077 32.6587597763 1-584650 -0.4316892921924591 -0.677195131778717 9.870259284973145 0 0 
8977-9102 119.200248334 33.2544789221 1-153082 -0.4290388226509094 -0.4559519588947296 41.359310150146484 0 0 
8977-6101 116.940641539 32.4322540414 1-121277 0.016511686146259308 0.3511127531528473 1.6551854610443115 0 0 
8977-12705 119.044357491 33.2450541018 1-153246 -0.6510405540466309 -0.028410235419869423 10.028230667114258 0 0 
8977-12701 116.331122122 33.9423381978 1-71281 -0.2592989504337311 -0.11830371618270874 4.898402690887451 0 0 
8977-12702 118.134870244 33.4816521327 1-121330 -0.5567943453788757 -0.17788788676261902 12.727861404418945 0 0 
8977-12704 116.980811711 34.0367066983 1-121413 -1.0971418619155884 0.49466150999069214 73.77151489257812 0 0 
8940-3702 120.033198521 26.7067897554 1-163992 0.14505623281002045 0.08816414326429367 0.32191240787506104 0 0 
8940-3703 122.351732839 26.2894589268 1-218243 -0.3647571802139282 -0.27742642164230347 4.458735466003418 0 0 
8940-3704 121.344103078 25.54201557 1-218009 -1.0947415828704834 0.44006842374801636 60.05705261230469 0 0 
8940-12703 120.267675705 26.3441655906 1-163912 -0.4652954041957855 -0.43430283665657043 18.86117935180664 0 0 
8940-1902 120.987129306 25.4807216851 1-218041 -0.3860646188259125 -0.5443663597106934 34.06593704223633 0 0 
8940-9101 119.983884918 26.3829661452 1-163959 -0.16281774640083313 0.15415525436401367 2.337141513824463 0 0 
8940-6104 122.433990327 25.8816065724 1-584801 -0.014204048551619053 0.34106650948524475 1.497498631477356 0 0 
8940-12705 121.365612425 24.7953158283 1-229888 -0.47648975253105164 -0.07746255397796631 13.196147918701172 0 0 
8940-12701 119.708713628 25.7462565372 1-163887 -0.6227034330368042 -0.10120991617441177 23.599395751953125 0 0 
8940-6102 120.866937654 25.1026825872 1-604970 -0.3966335356235504 -0.323959082365036 55.932960510253906 0 0 
8940-6101 121.86519837 25.1136095522 1-229914 -0.4389130175113678 -0.434601753950119 41.82746887207031 0 0 
8940-6103 120.910625244 25.5169824508 1-218055 0.35872146487236023 -0.15895508229732513 0.18005803227424622 0 0 
9183-3701 119.967968 38.2400431736 44-50 -0.4546326994895935 0.48135390877723694 2.532071113586426 0 0 
9183-3702 121.105654703 39.9306244963 1-72211 -0.2666053771972656 0.30884814262390137 1.1744866371154785 0 0 
9183-6104 120.254241487 39.5696926933 1-72070 -0.00747037585824728 0.23582962155342102 2.1578164100646973 0 0 
9183-3704 122.527402835 38.0170889262 1-122141 -0.0471155010163784 0.09320303797721863 1.7947629690170288 0 0 
9183-12705 123.10611 37.730217 1-153938 -0.29891160130500793 -0.16469360888004303 55.56296157836914 0 0 
9183-12704 121.007599808 38.4882074038 1-122059 0.06222537159919739 0.6888830065727234 1.372520089149475 0 0 
9183-9102 121.88361 38.55001 1-122119 -0.8645555377006531 0.2678922712802887 66.86927032470703 0 0 
9183-9101 121.244031648 38.2676957413 1-122094 -0.17239385843276978 -0.20136535167694092 9.393779754638672 0 0 
9183-12702 121.31151 37.47255 1-604992 -0.2038925737142563 -0.19415530562400818 5.346692085266113 0 0 
9183-12703 120.752570359 39.8691375442 1-72242 -0.37527042627334595 -0.5938960313796997 7.689635753631592 0 0 
9183-6102 122.135232892 38.9053417382 1-122151 -0.34970980882644653 -0.24964860081672668 0.869655430316925 0 0 
9183-6101 122.08452395 39.0236299957 1-122284 -0.26208916306495667 -0.621498167514801 24.62893295288086 0 0 
8944-9101 147.542314292 34.4148740915 1-389479 -0.6428583860397339 -0.036889102309942245 19.38153839111328 0 0 
8944-6103 147.651068305 34.777147104 1-389499 -0.453397274017334 -0.7011524438858032 36.0935173034668 0 0 
8944-3703 149.315613924 33.9762909945 1-390086 -0.42847883701324463 -0.6461570262908936 33.1775016784668 0 0 
8944-12703 150.883460349 33.7562128576 1-606955 -0.5038191080093384 -0.548246443271637 8.850253105163574 0 0 
8944-1901 147.638799664 34.0988189132 1-389503 -0.858305037021637 0.14116640388965607 24.270387649536133 0 0 
8944-1902 148.421104587 35.7018761426 1-301834 0.023134304210543633 0.718226432800293 0.8363950252532959 0 0 
8944-12705 149.970905664 33.1030140593 1-390054 -0.29731112718582153 -0.2419414073228836 9.967893600463867 0 0 
8944-12704 150.643131656 34.9358500505 1-391014 0.016642466187477112 0.03508501872420311 1.1825172901153564 0 0 
8944-3704 149.990347201 33.4151126327 1-390056 -0.46370336413383484 -0.7098503708839417 24.920297622680664 0 0 
8944-3701 148.484493822 34.31530381 1-390232 -0.6517012119293213 -0.07818461954593658 28.93343162536621 0 0 
8944-12702 149.803764382 34.664044317 1-390282 -0.32208508253097534 -0.31475329399108887 16.624000549316406 0 0 
8944-9102 149.902123871 34.3202186073 1-390277 -0.7533686757087708 0.06237257272005081 23.0521240234375 0 0 
8944-6104 150.562932234 34.3278287288 1-390999 -0.7239700555801392 0.09758211672306061 23.851831436157227 0 0 
8944-6101 147.721235358 34.6548870998 1-389514 -0.5850751399993896 -0.1634291410446167 23.37837028503418 0 0 
8993-6101 163.885211474 44.9537209501 1-276557 -0.9053084254264832 0.07253733277320862 13.823515892028809 0 0 
8993-6102 163.952065008 45.9828907737 1-276843 -0.4204336404800415 -0.3172968029975891 13.995831489562988 0 0 
8993-12703 165.257580093 46.5654674741 1-277443 -0.9484721422195435 0.3473583459854126 47.20948028564453 0 0 
8993-6103 166.704827641 45.9646320876 1-278059 -0.2767120599746704 -0.2444116771221161 15.09140682220459 0 0 
8993-6104 166.53203684 45.1222551688 1-588013 -0.5044147372245789 -0.2528138756752014 3.4843366146087646 0 0 
8993-12704 165.447609688 45.8737368797 1-277475 -0.6027650833129883 -0.1337474137544632 17.39915657043457 0 0 
8993-12702 165.047451733 45.7378264728 1-277300 0.2282441258430481 0.6313884258270264 1.3134616613388062 0 0 
8993-9101 165.13845 46.34362 1-277470 -0.7261179685592651 0.05596534162759781 15.04240608215332 0 0 
8993-12701 164.863945676 46.1223895832 1-612080 0.29196909070014954 0.6796999573707581 1.6416443586349487 0 0 
8993-3701 164.404725025 45.6344344 1-277317 0.232885479927063 0.4335241913795471 0.6577939391136169 0 0 
8993-9102 165.910106905 45.17996731 1-277257 -0.015004636719822884 0.910111129283905 3.001239061355591 0 0 
8993-3702 164.715756413 47.3025090803 1-173397 -0.5857988595962524 -0.14869096875190735 34.554622650146484 0 0 
8993-3703 164.048898948 46.8806666251 1-173384 0.1313527226448059 0.6987380981445312 1.2359285354614258 0 0 
9506-9102 135.090246354 27.9802657334 1-386298 -0.3359432816505432 -0.3837503492832184 7.669131278991699 0 0 
9506-12701 132.586475426 27.3392330288 1-385918 -0.14387112855911255 0.3545897305011749 1.6471436023712158 0 0 
9506-9101 133.58893998 27.1672261424 1-385972 0.09234646707773209 0.20195835828781128 1.1827445030212402 0 0 
9506-6101 133.02194 27.6642 1-385925 -0.6311072707176208 -0.129490926861763 23.39906120300293 0 0 
9506-1902 133.575121613 26.5061185067 1-386154 -0.22318066656589508 0.5620009303092957 1.600083827972412 0 0 
9506-12702 133.406406758 27.4729174853 1-385950 0.051479071378707886 0.46336549520492554 1.7498548030853271 0 0 
9506-1901 133.82809257 27.3461660786 1-385978 -0.369025856256485 -0.6109912395477295 18.62742042541504 0 0 
9506-3703 134.213950728 27.2701039678 1-386322 -0.3125966489315033 0.7025309205055237 1.1295721530914307 0 0 
9506-3702 133.233230216 27.5616910563 1-385928 -0.42511361837387085 -0.5174998641014099 20.378820419311523 0 0 
9506-6104 135.033071449 27.9090351187 1-386302 0.1674441546201706 0.24174335598945618 0.8380176424980164 0 0 
9506-12704 133.25889354 28.5402331687 1-299793 -0.4404439628124237 -0.5879004597663879 31.02943992614746 0 0 
9506-6102 133.759843218 26.6753462682 1-386150 -0.4095154106616974 -0.5061711668968201 32.105857849121094 0 0 
9506-12703 135.412695933 27.6091527296 1-386274 -0.5085517764091492 -0.21557486057281494 15.616666793823242 0 0 
9506-3701 133.569904521 27.2665262848 1-605531 -0.4521425664424896 -0.7261296510696411 27.436641693115234 0 0 
9506-12705 134.463246325 26.0245115034 1-386197 0.023155704140663147 0.3872784972190857 1.2417410612106323 0 0 
9509-9102 123.884699534 25.8111326166 1-230045 -0.4612697660923004 -0.37682968378067017 22.181751251220703 0 0 
9509-12703 124.105674011 25.9913476859 1-230042 0.3763091564178467 0.3448154926300049 0.8389628529548645 0 0 
9509-12701 123.265370207 24.5669929863 1-298640 -0.4031517207622528 0.08449549227952957 14.951411247253418 0 0 
9509-12704 123.927344598 25.9653756651 1-230052 -0.4874754846096039 -0.19393497705459595 9.319723129272461 0 0 
9509-12702 123.702325819 25.9219363887 1-230060 -1.0892473459243774 0.5217360854148865 60.84117126464844 0 0 
9509-6104 123.87203821 26.1509812019 1-230149 -0.3743267357349396 -0.3544776141643524 9.352736473083496 0 0 
9509-1902 123.822139282 25.6970825601 1-230050 -0.1892995685338974 0.2949557602405548 1.871363639831543 0 0 
9509-6103 123.064470015 26.2025710932 1-605075 -0.42798617482185364 -0.664873480796814 14.218572616577148 0 0 
9509-9101 123.07142398 26.3070124946 1-218306 0.17244268953800201 0.24542929232120514 1.3993369340896606 0 0 
9509-3704 122.735620823 25.6847130209 1-230100 0.024404074996709824 0.5893664360046387 0.31965935230255127 0 0 
9509-1901 122.38422516 26.2834157119 1-218245 -0.42477327585220337 -0.5075711011886597 31.486413955688477 0 0 
9509-6101 123.45754 26.2547 1-230129 -0.9329962730407715 0.22547271847724915 31.70855140686035 0 0 
9509-3702 122.439749732 25.8803086487 1-218233 -0.6614328026771545 0.06719490140676498 48.00897216796875 0 0 
9677-9101 10.953329 41.615208 52-9 -0.06565384566783905 -0.012735605239868164 1.6258667707443237 0 0 
9677-6103 10.793383 41.475078 52-2 -0.0975753664970398 -0.07753369212150574 1.4795078039169312 0 0 
9677-6102 10.906933 41.414336 52-3 -0.16143852472305298 0.0372641384601593 2.534618854522705 0 0 
9677-12705 10.837388 41.353589 52-4 0.07469859719276428 0.3531251847743988 1.092006802558899 0 0 
9677-9102 10.935146 41.216983 52-1 -0.29913508892059326 -0.19606272876262665 3.0113720893859863 0 0 
9677-12702 11.03795 41.302492 52-7 -0.2933254837989807 -0.1798701286315918 4.91452169418335 0 0 
9677-12701 11.053271 41.561714 52-8 -0.3512231409549713 -0.2837209105491638 9.275217056274414 0 0 
9501-3704 130.350965188 24.4950774327 1-385026 -0.37207740545272827 0.1816982477903366 7.900818347930908 0 0 
9501-9101 129.335954022 25.1543943847 1-385101 -0.4427279531955719 -0.49421459436416626 20.21394157409668 0 0 
9501-9102 130.36775761 25.2344528405 1-385547 -0.3936593234539032 -0.534860372543335 8.85737419128418 0 0 
9501-12701 129.893515911 25.4770889113 1-385070 -0.2063910812139511 -0.03615550324320793 1.6049108505249023 0 0 
9501-3703 129.693287057 24.8703965235 1-385051 -0.4372892379760742 -0.44925111532211304 14.015514373779297 0 0 
9501-6101 128.651454586 24.4676171963 1-384726 -0.8532598614692688 0.28514227271080017 46.49273681640625 0 0 
9501-12703 129.170063007 26.0801325112 1-385222 0.11528187990188599 0.4629480242729187 0.9280067682266235 0 0 
9501-6102 129.669173266 25.5871764355 1-385091 0.0884864404797554 0.5829966068267822 1.098448395729065 0 0 
9501-6104 129.660753282 25.8391787865 1-385272 0.175933837890625 -0.04965492710471153 0.648661196231842 0 0 
9501-12704 129.3707291 26.0143770356 1-385225 -0.4661560654640198 -0.5518401861190796 30.565837860107422 0 0 
9501-12705 130.71962 25.07035 1-605418 -0.41625094413757324 -0.33113691210746765 5.2204461097717285 0 0 
9501-6103 129.44054954 26.0888647249 1-385219 -0.5172348618507385 -0.06934009492397308 4.384456634521484 0 0 
9501-1901 129.466368742 25.3016054748 1-385109 -0.28264182806015015 -0.32785049080848694 4.011817455291748 0 0 
9501-1902 129.634702602 24.8987741464 1-385052 -0.3564297556877136 -0.18471086025238037 4.015811443328857 0 0 
8997-6101 170.634165673 51.5331403261 1-149470 0.13145890831947327 0.1957930624485016 0.44145238399505615 0 0 
8997-6102 170.859803262 51.719017951 1-149631 0.0883040577173233 0.2048816680908203 2.4304122924804688 0 0 
8997-6103 169.378360081 51.9663298857 1-149384 -0.014980901964008808 0.13989675045013428 2.663893938064575 0 0 
8997-6104 172.443012084 51.2457080513 1-576182 0.25705087184906006 0.5655986070632935 1.621497631072998 0 0 
8997-3701 170.562276175 50.7423359453 1-149170 -0.3705995976924896 -0.5786603689193726 14.15936279296875 0 0 
8997-1902 170.166473867 50.8272870675 1-149193 0.2465985119342804 0.6361469030380249 1.1882846355438232 0 0 
8997-12704 170.162774962 52.6250411869 1-149454 0.048296473920345306 0.3593066334724426 1.8814599514007568 0 0 
8997-1901 171.357399251 52.6228783046 1-149624 -0.4003456234931946 -0.30968454480171204 6.368636131286621 0 0 
8997-3702 170.539532448 51.1304263545 1-149172 -0.7015228867530823 0.1844434291124344 31.87506103515625 0 0 
8997-12705 172.156127006 50.8273829413 1-149507 -0.17162881791591644 -0.29859012365341187 4.342723846435547 0 0 
8997-12702 171.394123778 52.5462969861 1-149621 -0.38686925172805786 -0.02070605754852295 14.34229564666748 0 0 
8997-12701 172.492084431 52.1831218423 1-149686 -0.012523339129984379 0.16584520041942596 1.5428413152694702 0 0 
8997-3704 171.779020656 51.1316446862 1-149557 -0.3949154317378998 -0.15128515660762787 8.612070083618164 0 0 
8997-3703 170.723449707 51.3417778015 1-149589 0.1208254024386406 -0.01286146230995655 1.6945583820343018 0 0 
8997-9102 171.065567027 51.7423071352 1-149461 -0.41265925765037537 -0.5913150906562805 10.037031173706055 0 0 
8997-12703 170.483361192 52.8509678278 1-149597 -0.26209551095962524 -0.25901201367378235 4.80704402923584 0 0 
8992-6103 173.037843908 50.7655350127 1-149471 -0.0747285783290863 0.3080461621284485 1.2982008457183838 0 0 
8992-6101 172.104499923 51.0283528932 1-149536 -0.2357749342918396 -0.021100617945194244 22.934917449951172 0 0 
8992-6102 172.318390244 50.9533615758 1-149512 0.2739299237728119 0.5453606247901917 1.8174759149551392 0 0 
8992-12705 172.218382754 51.0006797463 1-149517 0.14240188896656036 0.2325230836868286 0.6996853351593018 0 0 
8992-1902 173.721051992 51.0914623597 1-149501 -0.3147260248661041 -0.3058450222015381 3.4176933765411377 0 0 
8992-12704 172.631255396 51.4559385954 1-576181 -0.504965603351593 -0.7544347643852234 19.069931030273438 0 0 
8992-1901 172.192896191 52.248505131 1-614907 -0.3662121593952179 0.07007208466529846 0.052054502069950104 0 0 
8992-9102 172.430513229 51.2376634304 1-149541 -0.3050635755062103 -0.44879817962646484 3.2964026927948 0 0 
8992-3701 172.621931698 50.7652709204 1-149496 -0.1441468745470047 0.537063479423523 1.2600499391555786 0 0 
8992-9101 171.462218476 50.6716162608 1-149563 -0.5167290568351746 -0.09887176752090454 27.353239059448242 0 0 
8992-3704 173.487347605 51.2497782985 1-149871 0.10174209624528885 0.4801587462425232 0.9246529936790466 0 0 
8992-12702 172.317236027 51.5232336738 1-149556 -0.2306024730205536 -0.3095872700214386 23.56301498413086 0 0 
8992-12703 172.798562522 51.6980673726 1-149887 -0.37664130330085754 -0.36927711963653564 5.6395697593688965 0 0 
8992-12701 171.3568219 51.8839320984 1-149650 -0.3164159655570984 -0.39439404010772705 31.91997528076172 0 0 
8992-3703 173.529250183 51.2208329985 1-149879 -0.49622437357902527 -0.3513975143432617 16.16217041015625 0 0 
9678-9102 11.292063 41.523467 52-18 -0.5158838033676147 -0.5017663240432739 10.702533721923828 0 0 
9678-12704 11.517083 41.737661 52-22 -0.4176807701587677 -0.24397604167461395 13.19691276550293 0 0 
9678-12703 11.133271 41.864431 52-23 -0.5137911438941956 -0.40126052498817444 43.160919189453125 0 0 
9678-6102 11.169333 41.399558 52-20 -0.3242734670639038 -0.012414542026817799 4.57665491104126 0 0 
9678-12701 11.658892 42.200442 52-25 -0.41321825981140137 -0.27449679374694824 45.087406158447266 0 0 
8995-6101 175.938322499 54.8455126976 1-188753 -0.30633360147476196 -0.46246337890625 19.068349838256836 0 0 
8995-12705 177.844535418 53.4441892852 1-150370 0.16681557893753052 0.6005491018295288 1.1409952640533447 0 0 
8995-6104 176.508019645 55.4196192057 1-188844 -0.03289523348212242 0.016733068972826004 0.757041335105896 0 0 
8995-3702 175.53406029 55.4236012526 1-188548 -0.3914261758327484 -0.629446268081665 16.366565704345703 0 0 
8995-1901 176.944015083 55.3900191479 1-189197 -0.05218065530061722 0.39254340529441833 0.8474266529083252 0 0 
8995-3703 175.817816896 55.2777053166 1-188530 -0.03685301914811134 0.33621689677238464 2.945404052734375 0 0 
8995-12703 177.806135779 55.1164329396 1-188888 0.27369508147239685 0.273549348115921 0.6415721774101257 0 0 
8995-12702 175.948649015 54.7074976278 1-188218 -0.9708541631698608 0.17772026360034943 28.46696662902832 0 0 
8995-3701 175.291039215 54.9778426641 1-188756 0.29211509227752686 0.19467195868492126 0.07841820269823074 0 0 
8995-9101 176.124268525 55.577771943 1-188803 -0.1742134988307953 0.025360850617289543 4.619292736053467 0 0 
8995-9102 174.18414 54.64984 1-187866 -0.9274672865867615 0.3568180501461029 22.693870544433594 0 0 
8932-12703 194.557532291 28.1825781033 1-456583 0.26811373233795166 -0.0351531058549881 0.45016175508499146 0 0 
8932-12704 196.472871111 28.1124344082 1-457200 -0.4265326261520386 -0.6189716458320618 29.95185089111328 0 0 
8932-9102 196.651709133 27.8729460666 1-457236 -0.4596531391143799 -0.3694687783718109 42.103111267089844 0 0 
8932-12701 194.119122354 27.2912463845 1-456376 -0.48991885781288147 -0.6616173386573792 21.290231704711914 0 0 
8932-3701 194.65534007 27.1765554975 1-456306 -0.5136996507644653 -0.3647932708263397 48.6543083190918 0 0 
8932-1901 194.176557636 27.5482501672 1-456540 -0.4108278155326843 -0.556853175163269 4.435715675354004 0 0 
8932-1902 194.872523039 27.850127122 1-456924 -0.014781678095459938 -0.16105277836322784 0.2734711468219757 0 0 
8932-6104 195.53610476 28.387091532 1-404171 -0.36598852276802063 -0.33378666639328003 5.226713180541992 0 0 
9485-12704 119.882598143 37.8811718493 1-122054 0.018748411908745766 0.5461217164993286 1.20792555809021 0 0 
9485-1902 120.711475847 35.7735595945 1-121607 -0.19845104217529297 -0.18811455368995667 0.06979494541883469 0 0 
9485-6104 121.273000921 37.6255983907 1-121973 -0.0679083988070488 0.38763412833213806 3.5176727771759033 0 0 
9485-12703 122.043473817 37.7629023594 1-121936 -0.3863188922405243 -0.44806572794914246 6.997255325317383 0 0 
9485-3701 119.532034412 36.8312692846 1-121789 -0.32916978001594543 -0.5775541663169861 25.36310577392578 0 0 
9485-6101 120.447609463 36.2260578482 1-121851 0.08029887080192566 0.4255131483078003 1.3756834268569946 0 0 
9485-3704 122.247464028 36.6875143484 1-605037 0.20507043600082397 0.6403510570526123 0.6314988136291504 0 0 
9485-12702 121.146375974 35.9977434187 1-121612 -0.9641597270965576 0.18718823790550232 24.10589599609375 0 0 
9485-1901 120.778031862 37.0235574368 1-122002 -0.39251628518104553 -0.6118339896202087 43.711814880371094 0 0 
9485-3702 120.075659949 37.6092531873 1-121837 -0.37964850664138794 -0.32901301980018616 8.057978630065918 0 0 
9485-12701 119.657109462 37.4830883777 1-71869 0.05799722298979759 0.46882808208465576 1.1954673528671265 0 0 
9485-3703 120.76670425 36.2644893046 1-121871 -0.35337263345718384 -0.3706330358982086 10.493505477905273 0 0 
9485-9102 121.080504667 37.7094315834 1-121994 -0.7901673913002014 -0.02783922664821148 12.25634479522705 0 0 
9673-9101 56.692567 68.171253 51-11 -0.42479854822158813 -0.6092734336853027 100.31104278564453 0 0 
9673-9102 56.503225 68.091256 51-12 -0.5007243156433105 -0.7490634918212891 153.46682739257812 0 0 
9673-12701 56.862717 68.123581 51-13 -0.4278714060783386 -0.5285999178886414 407.4384460449219 0 0 
9673-12702 56.537421 68.152208 51-14 -0.4254092276096344 -0.38886961340904236 580.6884765625 0 0 
9673-12705 56.643017 68.015122 51-17 -0.46908625960350037 -0.8611024022102356 401.2763671875 0 0 
9673-12703 56.720742 68.100658 51-15 -0.1731157898902893 -0.25805366039276123 4.585958957672119 0 0 
9673-12704 56.910487 68.012994 51-16 -0.47452017664909363 -0.08196350187063217 290.7775573730469 0 0 
9194-12705 46.7745390667 -1.13440267087 1-37796 -0.5241461992263794 0.10413835197687149 13.26961898803711 0 0 
9194-3702 47.0294515613 0.456208364797 1-37862 -0.1444619596004486 -0.23773808777332306 7.153416156768799 0 0 
9194-3704 47.3207531152 -0.906653484303 1-37754 0.1235317587852478 0.4803428053855896 0.8243193030357361 0 0 
9194-6104 47.2479059369 -0.793340169809 1-37751 -0.4750141501426697 -0.29652437567710876 17.32103729248047 0 0 
9194-9101 46.4972859801 -0.166472479946 1-37818 0.22992172837257385 0.37010258436203003 1.6538275480270386 0 0 
9194-12704 46.0210568698 -0.0860267487325 1-37427 -0.5528374910354614 -0.3048512935638428 23.288955688476562 0 0 
