# the excluded, use_AGN is True, use_composite is False
plateifu ra dec mangaid BPT_x BPT_y EW_Ha is_limit edge_on 
8464-6103 186.280313987 46.3629087348 1-258795 -0.5320473313331604 -0.14885087311267853 21.101091384887695 0 0 
8464-6102 186.000240273 45.9439870099 1-258752 -0.4460510313510895 -0.2968178689479828 8.79043197631836 0 0 
8464-6104 186.313874666 45.2359867152 1-258778 -0.4462306797504425 -0.7110308408737183 10.948668479919434 0 0 
8464-12701 186.446890985 45.9095701047 1-258820 -0.37600141763687134 -0.5000267028808594 16.170766830444336 0 0 
8464-9102 186.211126212 45.2619113654 1-258758 -0.47339266538619995 -0.644219160079956 13.854104042053223 0 0 
8464-12702 187.722485042 45.2194323369 1-258988 -0.20829102396965027 -0.14483404159545898 6.001468181610107 0 0 
8464-12703 187.879247737 46.5352810229 1-282708 -0.5738385915756226 -0.2536936402320862 7.115967273712158 0 0 
8464-3702 187.063503724 44.4531321941 1-590159 -0.2723155617713928 -0.7035146951675415 33.02495574951172 0 0 
8464-12704 187.936893409 46.1315884926 1-282712 -0.4544070363044739 -0.5110185146331787 15.645491600036621 0 0 
8464-3704 188.10783748 44.1836188104 1-258947 -0.3742642104625702 -0.6560192704200745 19.45441436767578 0 0 
8464-3701 185.90069369 44.5450437897 1-258617 -0.4724743664264679 -0.792908787727356 22.18698501586914 0 0 
8464-1902 186.4008708 45.0838596746 1-258774 0.06648386269807816 0.13459108769893646 2.983876943588257 0 0 
8320-9101 206.313852837 23.3165126883 1-523050 -0.5177289247512817 -0.2920740842819214 64.91090393066406 0 0 
8320-9102 206.830271013 21.8338378511 1-532459 0.010203753598034382 0.27041804790496826 1.9658876657485962 0 0 
8320-12701 205.548609157 22.2691540173 1-519706 -0.5580334663391113 -0.19535791873931885 20.76415252685547 0 0 
8320-12702 206.21346966 23.0215233924 1-523065 -0.18722347915172577 -0.03522472456097603 3.7821359634399414 0 0 
8320-12703 206.630975904 23.1221362578 1-523033 -0.5080400705337524 -0.08766555786132812 40.34095764160156 0 0 
8320-12704 206.400824575 22.9950286802 1-523027 -0.49544042348861694 -0.6870816349983215 19.419221878051758 0 0 
8320-1901 206.144236809 23.7966101545 1-523238 -0.06739746034145355 0.6104873418807983 0.7265893816947937 0 0 
8320-6101 206.627529147 22.7060191923 1-523004 -0.2607767879962921 -0.047246742993593216 8.126020431518555 0 0 
8320-12705 206.537552071 21.8943036757 1-519746 -0.37154316902160645 -0.5423323512077332 9.49354076385498 0 0 
8320-3702 205.289299982 23.2779276984 1-523108 -0.3808062970638275 -0.43877190351486206 30.923307418823242 0 0 
8320-6104 206.554380713 23.0840530659 1-627332 -0.6605653166770935 0.024922266602516174 49.178340911865234 0 0 
8312-12705 247.155376088 39.69890557 1-211023 0.08416742086410522 0.2566991150379181 1.6144880056381226 0 0 
8312-12704 247.304125164 41.1508723641 1-633990 -0.3495801091194153 -0.4512496888637543 11.65723705291748 0 0 
8312-9102 246.980181138 39.2588221446 1-210774 0.14291901886463165 0.3661011755466461 0.6558356285095215 0 0 
8312-12702 245.270870484 39.9173908047 1-210923 -0.2896110713481903 -0.513979971408844 10.266372680664062 0 0 
8550-9102 247.209058618 39.83508743 1-211017 -0.3602062463760376 -0.4858225882053375 21.72727394104004 0 0 
8312-3702 247.245291144 41.255253243 1-135095 -0.460844486951828 -0.7444784641265869 8.639159202575684 0 0 
8312-12701 245.842283311 39.2153351541 1-210866 -0.6130684614181519 -0.17846433818340302 18.72566032409668 0 0 
8312-6104 247.638466864 41.4385861863 1-135077 -0.4156796634197235 -0.6977546215057373 7.948720932006836 0 0 
8312-6103 246.887611078 41.1385055016 1-135152 -0.445821076631546 -0.5295209288597107 8.739749908447266 0 0 
8312-1901 246.281956316 39.4357261528 1-210846 -0.4625715911388397 0.2514391541481018 4.189101696014404 0 0 
8312-6102 246.411128006 40.0988261907 1-210972 -0.08316007256507874 0.05532442778348923 5.899509906768799 0 0 
8550-3701 246.652704394 39.8586585127 1-210989 -0.10980434715747833 -0.18195952475070953 20.50899314880371 0 0 
8550-12705 249.135695215 39.0278800132 1-135468 0.06606137007474899 0.529749870300293 1.1898629665374756 0 0 
8550-9101 247.409672103 40.2353879985 1-135530 -0.43012362718582153 -0.5648218989372253 13.579828262329102 0 0 
8550-12703 247.674430234 40.5293893805 1-135054 -0.29554545879364014 -0.5739550590515137 13.926617622375488 0 0 
8550-12702 247.620045755 39.6260442554 1-211082 0.20876191556453705 0.3868680000305176 1.9942864179611206 0 0 
8550-12701 246.358721827 39.8706971974 1-210962 0.17619045078754425 0.7625472545623779 0.8002035617828369 0 0 
8550-12704 247.058405986 40.3138366723 1-211063 0.19137541949748993 0.431647390127182 1.0054372549057007 0 0 
8550-6102 247.075392755 39.1864319901 1-211239 -0.4278823137283325 -0.5509642362594604 19.6737117767334 0 0 
8550-6103 247.638690535 39.8307262255 1-211103 -0.06658181548118591 -0.004896992351859808 3.328857183456421 0 0 
8550-6104 248.41315 39.25763 1-135516 -0.06683503091335297 0.12320756912231445 2.395781993865967 0 0 
8335-6104 217.097902013 40.8090391299 1-252070 0.2637064456939697 0.36426618695259094 0.8169748783111572 0 0 
8335-12704 215.718400019 40.6225967971 1-592984 -0.4328562021255493 -0.06478994339704514 5.00167179107666 0 0 
8335-6102 216.904792332 40.4073058026 1-252094 -0.6905081868171692 0.11123163998126984 16.05478858947754 0 0 
8335-6101 215.229240711 40.1210273909 1-251788 -0.464489221572876 -0.09054265916347504 9.963537216186523 0 0 
8335-3704 217.548068558 39.9051740055 1-252046 -0.4669899344444275 -0.2424173206090927 30.067792892456055 0 0 
8335-3702 216.966906508 40.6301436817 1-252073 -0.3900129199028015 -0.4336587190628052 13.799525260925293 0 0 
8335-3703 218.335551581 40.5502139407 1-252126 -0.24778838455677032 -0.20777946710586548 8.374755859375 0 0 
8335-12705 216.75986 39.95721 1-251686 -0.27099889516830444 0.1533035933971405 8.801403045654297 0 0 
8335-9102 218.191573728 40.7166453308 1-252151 -0.6284888386726379 0.020380686968564987 10.159347534179688 0 0 
8335-12701 215.395282581 40.3580862721 1-251762 -0.3424951732158661 -0.22011180222034454 5.689802646636963 0 0 
8335-12702 215.487486083 40.1958015241 1-251764 -0.46570834517478943 -0.04184271767735481 5.347868919372559 0 0 
8335-12703 216.876772621 40.9637170801 1-252072 -0.39833205938339233 -0.20229944586753845 7.88163948059082 0 0 
8335-3701 217.60067303 40.010457027 1-252049 -0.5325295925140381 -0.39478713274002075 15.684600830078125 0 0 
8606-9102 255.709053426 36.7067487022 1-136286 -0.6795963644981384 0.054489292204380035 80.71106719970703 0 0 
8606-3704 255.915542507 36.3849337159 1-136305 -0.30020129680633545 -0.15878576040267944 3.1088743209838867 0 0 
8606-3702 253.793913226 36.9063091542 1-136248 0.10124678909778595 0.5850839614868164 0.9035930037498474 0 0 
8606-1902 256.01730405 36.4373676031 1-136304 -0.56648850440979 -0.07766498625278473 10.282334327697754 0 0 
8606-3703 255.848476565 37.6324692415 1-546873 -0.3332436978816986 -0.42916250228881836 6.172998428344727 0 0 
8606-6101 254.44755809 37.6877060265 1-136268 -0.4419286847114563 -0.5714715123176575 21.516685485839844 0 0 
8606-3701 254.997419646 36.0290774727 1-136120 0.07038775086402893 0.3020676076412201 2.3175902366638184 0 0 
8606-6103 253.632772854 37.6313885864 1-95657 -0.13562320172786713 0.025660237297415733 1.60007905960083 0 0 
8606-12705 255.517441846 35.4631559894 1-176546 -0.4698530435562134 -0.6287035346031189 15.615318298339844 0 0 
8606-1901 254.49813 36.0921 1-634350 -0.5937363505363464 -0.2770804166793823 13.991386413574219 0 0 
8313-6101 240.65805398 41.2934271029 1-248389 0.2637447416782379 0.9552165865898132 1.9783743619918823 0 0 
8313-6103 239.436637925 41.7095243117 1-247976 -0.4477311372756958 -0.41201645135879517 31.690052032470703 0 0 
8313-6104 242.695859781 41.9836706754 1-210112 -0.8012014627456665 0.2292514443397522 41.99753189086914 0 0 
8313-12705 242.682530759 41.1485576864 1-248233 0.1520344614982605 0.5599842071533203 1.363792061805725 0 0 
8313-12704 240.960024301 41.5218602856 1-569216 0.316963255405426 0.5705887079238892 0.8319227695465088 0 0 
8313-1902 241.626107116 41.343303204 1-248419 -0.5830006003379822 -0.005150614771991968 51.580841064453125 0 0 
8313-12702 240.67741912 41.1972609837 1-248388 -0.4804087281227112 -0.7165042757987976 43.924381256103516 0 0 
8313-12703 240.365851242 42.3881865027 1-248348 -0.42795440554618835 -0.577571451663971 13.577677726745605 0 0 
8313-1901 240.287125377 41.8807489359 1-248352 -0.9481077194213867 0.4493478536605835 74.00489807128906 0 0 
8313-9102 239.987945488 41.4777751316 1-248357 0.11672554910182953 0.3460705578327179 1.328864574432373 0 0 
8313-12701 239.4918 41.792591 1-247977 -0.3877289593219757 -0.5929471850395203 11.087650299072266 0 0 
8313-9101 239.697545939 41.9380974666 1-247980 -0.12465547025203705 -0.17226681113243103 4.775055885314941 0 0 
8313-3703 241.846680273 41.7089702164 1-248415 -0.48520252108573914 0.02297297678887844 23.152557373046875 0 0 
8313-3704 241.252476821 41.3917200794 1-633591 0.05086137354373932 0.4743416905403137 0.46209052205085754 0 0 
8313-3701 241.235612985 41.3572357459 1-633587 0.20230023562908173 -0.17252959311008453 0.22222018241882324 0 0 
8313-3702 239.856505391 42.2634592319 1-248328 0.07342546433210373 0.40863236784935 0.169882133603096 0 0 
7957-3704 256.565805366 35.417154988 1-547107 -0.5107548832893372 -0.5219084024429321 28.05691146850586 0 0 
7957-3701 256.369657235 35.6346666211 1-634538 0.16302096843719482 0.595274031162262 0.7830860018730164 0 0 
7957-3703 257.449428169 36.5372484437 1-546813 -0.6012047529220581 -0.1043023094534874 35.4168586730957 0 0 
7957-6102 258.271094875 35.2686155772 1-561039 -0.18986402451992035 0.008284837938845158 3.912369728088379 0 0 
7957-6104 258.22041548 35.0931572767 1-595044 -0.6053646206855774 -0.0258830264210701 38.20724868774414 0 0 
7957-6101 256.791953979 34.2697504313 1-561020 0.07044760137796402 0.35599249601364136 0.48407840728759766 0 0 
7957-6103 256.673485648 35.8695849617 1-546834 0.20449614524841309 0.6604584455490112 0.7914470434188843 0 0 
7957-12701 256.87409035 35.9242908278 1-546816 -0.6733230352401733 -0.13896432518959045 18.90675926208496 0 0 
7957-9102 258.103581815 35.4455165239 1-547185 -0.48932725191116333 -0.6418560147285461 20.902454376220703 0 0 
7957-9101 256.944487354 35.1341363935 1-177296 -0.6028442978858948 -0.11202037334442139 21.16356658935547 0 0 
7957-12702 256.693741552 35.6581841036 1-547131 -0.5350518226623535 -0.7443073391914368 28.159832000732422 0 0 
7957-12703 258.190223742 36.2788557572 1-547210 0.07514558732509613 0.3639582395553589 3.097928285598755 0 0 
7957-12705 257.630659313 35.5067353239 1-547159 -0.2542596757411957 -0.18246303498744965 3.023237705230713 0 0 
7957-12704 257.427432616 36.4149520409 1-546807 -0.425668329000473 -0.3327958881855011 13.594284057617188 0 0 
7962-1901 261.01470046 27.5444829269 1-178405 0.029724251478910446 -0.064646877348423 0.4035243093967438 0 0 
7962-3702 259.063747798 28.0140058716 1-177796 0.14827868342399597 0.10756352543830872 0.1199149489402771 0 0 
7962-3704 260.017909556 25.9363922874 1-178204 0.16546323895454407 -0.07556633651256561 0.19069823622703552 0 0 
7962-3701 259.673834972 27.9410605198 1-178473 -0.17782717943191528 0.3285652995109558 0.10834140330553055 0 0 
7962-6102 259.547186379 26.9411295598 1-178233 -0.5697910189628601 -0.23869477212429047 27.28908920288086 0 0 
7962-6104 260.754690516 27.5694731016 1-178443 -0.42135077714920044 -0.4569145441055298 22.213884353637695 0 0 
7962-9102 260.183147872 28.708196877 1-178550 0.03370975703001022 0.3608112931251526 0.5926907658576965 0 0 
7962-9101 259.168654353 27.9765101547 1-178482 -0.35057762265205383 -0.4830467700958252 21.498111724853516 0 0 
7962-12704 260.883080702 27.4587088309 1-178414 -0.39703747630119324 -0.598014771938324 32.36644744873047 0 0 
7962-12703 261.217302229 28.0782969148 1-178586 -0.31493857502937317 -0.15601934492588043 9.932088851928711 0 0 
7962-12701 258.659422124 28.1207629753 1-177822 -0.5126150846481323 -0.3488045036792755 14.887228012084961 0 0 
7962-12702 259.194419275 26.481300866 1-178265 -0.5279325842857361 -0.5275924205780029 21.593233108520508 0 0 
7962-12705 259.083007799 26.8501600799 1-178276 -0.47624722123146057 -0.3403572738170624 24.542802810668945 0 0 
8611-9101 260.674137648 59.8518663722 1-25632 -0.02333730272948742 0.13306814432144165 1.121293306350708 0 0 
8611-9102 259.79543423 61.5422704447 1-23784 -0.2508614659309387 -0.31831929087638855 14.557394981384277 0 0 
8611-12701 262.257375976 60.089399624 1-23687 -0.434426486492157 -0.4294820725917816 10.505407333374023 0 0 
8611-6102 259.992647634 60.8918955938 1-23811 -0.41628390550613403 -0.6131122708320618 18.06768035888672 0 0 
8611-6103 259.795874376 62.1485590257 1-23786 -0.43744200468063354 -0.5704976320266724 21.627243041992188 0 0 
8611-1901 260.746702226 60.5592910725 1-23731 -0.1182238832116127 -0.3460712432861328 0.2315887063741684 0 0 
8611-6101 261.968871739 60.0972734276 1-25680 -0.006566548720002174 0.48378098011016846 1.471419334411621 0 0 
8611-1902 261.482493105 60.3394382648 1-23729 -0.22597381472587585 0.5515050292015076 0.7942277193069458 0 0 
8611-12702 260.718888104 60.129590188 1-23746 -0.3212636113166809 -0.17583128809928894 17.57121467590332 0 0 
8611-3702 261.46393833 60.1941170998 1-25659 -0.30793991684913635 -0.5508225560188293 13.639241218566895 0 0 
8611-3701 261.841245626 59.6438000804 1-25676 0.24823328852653503 0.621477484703064 0.7481307983398438 0 0 
8611-12703 261.557238855 62.1494611311 1-634763 -0.08454945683479309 0.18545548617839813 1.9209755659103394 0 0 
8611-6104 260.47113661 60.9654725985 1-23818 -1.364990234375 0.6187889575958252 69.51709747314453 0 0 
8611-12704 260.705617581 60.4448593136 1-23745 -0.36624738574028015 -0.5314671397209167 10.444731712341309 0 0 
8611-12705 261.979027094 59.7212052974 1-25683 -0.8418018817901611 0.05685684084892273 15.28807258605957 0 0 
8330-12702 203.85303 38.09515 1-402422 -0.41036829352378845 0.189157173037529 8.11144733428955 0 0 
8330-9102 205.011447114 40.4209145731 1-260481 0.12600162625312805 0.3036317825317383 1.1421970129013062 0 0 
8330-3704 204.543877891 38.6656120342 1-402436 -0.4189766049385071 -0.5256132483482361 19.35795021057129 0 0 
8330-12701 203.196338983 38.0897849445 1-418626 -0.3670336604118347 -0.3749843239784241 8.785560607910156 0 0 
8330-1902 205.231149643 38.8734098611 1-402656 -0.4375835657119751 -0.7190486788749695 27.594646453857422 0 0 
8330-12703 203.374602013 40.529670292 1-285737 -0.434626966714859 -0.7184035181999207 19.968935012817383 0 0 
8330-3702 203.896532182 40.1110948086 1-285729 0.1039787232875824 0.36878806352615356 1.275366187095642 0 0 
8330-6103 203.035268602 40.4999081255 1-559041 0.07915598154067993 0.5870388150215149 1.4043753147125244 0 0 
8330-9101 203.958723047 40.2716872812 1-285728 -0.4029713571071625 -0.5673025250434875 11.132469177246094 0 0 
8330-6102 203.231976288 40.2570768643 1-285748 -0.3812631666660309 -0.5101391077041626 19.239334106445312 0 0 
8330-6101 203.275045804 37.9667392036 1-402487 0.005773730110377073 0.07224871218204498 1.2406063079833984 0 0 
8330-1901 203.525726598 39.6883852634 1-402576 -0.07963520288467407 0.29380273818969727 1.6886502504348755 0 0 
8330-12704 203.62467398 38.294119525 1-402467 -0.4918687045574188 -0.3958621919155121 17.76349639892578 0 0 
8330-12705 205.386024339 38.7879976571 1-402409 0.07818247377872467 0.31542596220970154 1.229503870010376 0 0 
8604-9102 246.45535386 40.3452092859 1-210971 -0.6470077037811279 -0.04452304542064667 81.83224487304688 0 0 
8604-12703 247.76417484 39.838503868 1-135502 0.19808559119701385 0.7649261951446533 1.671082854270935 0 0 
8604-12705 247.185104669 39.473838506 1-569166 0.15129104256629944 0.6253292560577393 0.7737790942192078 0 0 
8604-12701 245.886475694 39.121095897 1-210881 0.17474035918712616 0.45330506563186646 0.7078583240509033 0 0 
8604-12704 247.164522584 40.1237151868 1-564490 -0.52236407995224 -0.7245463728904724 16.493785858154297 0 0 
8604-12702 246.654494422 39.1275427221 1-210736 -0.3200889825820923 -0.49303320050239563 40.46901321411133 0 0 
8604-6101 244.990862444 39.570146024 1-210895 -0.5619555115699768 -0.03188350424170494 23.223388671875 0 0 
8604-6102 246.073455506 39.2110394724 1-210863 0.11979339271783829 0.47684741020202637 1.4248502254486084 0 0 
8604-3702 247.149452023 39.7197401603 1-211002 -0.30651938915252686 -0.5315507650375366 4.552513599395752 0 0 
8604-6104 247.097122106 39.5703039555 1-210784 0.24443727731704712 0.016337130218744278 0.8521069288253784 0 0 
8604-6103 244.690822661 39.3344443751 1-248869 0.21514230966567993 0.6240155696868896 0.5870412588119507 0 0 
8315-9102 235.208007294 38.5134589921 1-236776 -0.2570195198059082 -0.24676284193992615 13.179584503173828 0 0 
8315-3704 237.888156574 38.2994367409 1-323055 0.2660587430000305 -0.403018057346344 0.05681765452027321 0 0 
8315-9101 235.786093375 40.0485541708 1-322784 -0.3555186986923218 -0.39745503664016724 9.228435516357422 0 0 
8315-12704 236.096078234 39.5589501996 1-322806 -0.3130270838737488 -0.23543016612529755 5.082705974578857 0 0 
8315-3701 235.709491246 38.2238412017 1-322679 -0.2927325963973999 0.05939069762825966 2.8489725589752197 0 0 
8315-6102 234.44816 38.2756 1-560832 -0.044197987765073776 0.30525171756744385 0.20874221622943878 0 0 
8315-6103 235.057231432 39.9041366035 1-322768 0.11086460202932358 0.45875489711761475 1.9515013694763184 0 0 
8315-12703 236.2674028 39.8598311064 1-322802 -0.23208504915237427 -0.21643486618995667 3.083831310272217 0 0 
8315-6101 237.167053784 37.5082749292 1-322974 -0.5408679842948914 -0.3191159963607788 31.475627899169922 0 0 
8315-1901 235.759080608 38.6604998963 1-322680 0.32255667448043823 0.13138163089752197 0.2422744780778885 0 0 
8315-12705 235.92048814 39.5403571158 1-322787 -0.29081758856773376 -0.3722672462463379 30.181663513183594 0 0 
8315-6104 235.779168643 39.1513464338 1-633211 0.4467680752277374 -0.16575069725513458 0.10595747828483582 0 0 
8332-12701 206.709891359 42.6512883268 1-250959 -0.5820798873901367 -0.2836625874042511 31.48528289794922 0 0 
8332-9102 210.240944984 42.8556424101 1-251307 -0.28402167558670044 -0.35624170303344727 18.908039093017578 0 0 
8332-12702 207.928807189 43.1666029589 1-251115 0.01037226989865303 0.27787020802497864 2.0932905673980713 0 0 
8332-6103 207.657429867 43.764131306 1-251119 -0.08836660534143448 0.09001222997903824 2.1445071697235107 0 0 
8332-9101 207.557469772 42.7462672628 1-250922 -0.408491313457489 -0.62729412317276 8.085617065429688 0 0 
8332-6104 208.592155931 44.115556514 1-286274 0.0032738016452640295 0.392440527677536 1.8319320678710938 0 0 
8332-6102 209.234177154 43.3134779654 1-251278 0.00640261173248291 0.35735592246055603 1.46333909034729 0 0 
8332-3703 207.47786008 43.4822395095 1-251067 -0.08730760961771011 0.2530228793621063 0.6213127374649048 0 0 
8332-3704 209.639791989 41.724180851 1-251198 -0.3095005452632904 -0.4448845088481903 11.168349266052246 0 0 
8332-1902 209.270729549 41.8462774355 1-575771 -0.43686553835868835 -0.6384296417236328 16.75360107421875 0 0 
8332-12703 208.306954205 44.1450180795 1-286307 -0.1926528513431549 -0.2527604401111603 6.17665958404541 0 0 
8332-3702 207.872808357 43.8064280934 1-251129 -0.4176713824272156 -0.3276631832122803 29.446605682373047 0 0 
8332-3701 208.773681082 42.9473604228 1-575778 -0.11068905889987946 -0.24063509702682495 3.7298338413238525 0 0 
8332-12704 209.163574437 43.585640819 1-251269 -0.2224712371826172 0.0015687759732827544 24.950353622436523 0 0 
8332-1901 209.888549794 42.6079304492 1-251303 -0.7481118440628052 -0.017794176936149597 13.25770378112793 0 0 
8332-12705 209.251980577 43.3620339874 1-251279 0.015376552008092403 0.2981136441230774 1.6273711919784546 0 0 
8618-1901 319.194045241 11.5400106533 1-113698 -0.7074496150016785 0.11990989744663239 29.831714630126953 0 0 
8618-6104 319.814830226 10.070628454 1-113647 -0.05715247243642807 0.22661514580249786 1.6085052490234375 0 0 
8618-6102 319.103189368 10.2733865439 1-635506 -0.09310200065374374 0.41135522723197937 1.8774170875549316 0 0 
8618-9102 319.271463809 9.9723035679 1-113654 -0.4454536437988281 -0.5638838410377502 29.46541976928711 0 0 
8618-9101 318.086563754 11.2202360427 1-596095 -0.11132443696260452 -0.4034682810306549 10.20851993560791 0 0 
8618-12701 317.979595193 11.3794496273 1-113539 -0.4507483243942261 -0.29151681065559387 10.15262222290039 0 0 
8618-12703 319.451824118 11.6605961542 1-113700 -0.541696310043335 -0.09875024855136871 87.6440200805664 0 0 
8618-12704 319.273361936 11.1201347053 1-113587 -0.41974788904190063 -0.5081614851951599 18.260677337646484 0 0 
8618-3703 318.804558778 9.91312455151 1-113663 -0.4014853835105896 -0.41156667470932007 15.916350364685059 0 0 
8618-3702 318.775640877 10.0984558649 1-113675 0.21781820058822632 0.10981644690036774 1.218698263168335 0 0 
8618-12705 317.568825378 10.4088108392 1-113476 0.19059227406978607 0.5133728981018066 0.9280573129653931 0 0 
8618-3704 318.862286217 9.75781705378 1-113672 -0.3769996762275696 -0.5483072996139526 14.856941223144531 0 0 
7992-6104 255.279488311 64.6768781746 1-22662 -0.3889729678630829 -0.7074903845787048 43.51104736328125 0 0 
7992-6101 253.40555905 63.0312699156 1-22301 -0.1413462609052658 -0.1093064695596695 6.0644097328186035 0 0 
7992-6102 253.88908076 63.2421188916 1-634299 -0.7352167963981628 0.1825265735387802 53.44091033935547 0 0 
7992-6103 252.618932255 64.0206654262 1-22414 -0.2952912747859955 -0.18364743888378143 13.483423233032227 0 0 
7992-12702 253.427379333 62.4199978831 1-22298 -0.17826129496097565 0.48620671033859253 2.2219772338867188 0 0 
7992-12703 254.574201814 64.7055032069 1-594809 -0.9103215336799622 0.29884764552116394 45.589115142822266 0 0 
7992-12701 252.938352205 62.4643460042 1-634238 -0.47177770733833313 -0.37252792716026306 2.3455371856689453 0 0 
7992-1901 255.109543156 63.7280208203 1-22438 -0.5338851809501648 -0.20331545174121857 24.058103561401367 0 0 
7992-1902 257.247919024 62.8980190772 1-23023 -0.19004829227924347 -0.06803745031356812 2.7884726524353027 0 0 
7992-9101 253.006899312 64.1208379858 1-22412 -0.8104406595230103 0.1612701117992401 12.36459732055664 0 0 
7992-3704 252.474485808 62.8419660661 1-22333 -0.528566837310791 -0.1385723501443863 22.733484268188477 0 0 
7992-3702 253.313049551 64.4762786637 1-22383 -0.5022748708724976 -0.2584921717643738 44.38121795654297 0 0 
7992-3701 252.170749159 63.4791984597 1-22347 -0.25484326481819153 0.4529239535331726 1.3037134408950806 0 0 
7992-3703 255.71649 62.6044 1-22970 -0.1801113784313202 0.5634974241256714 1.3851516246795654 0 0 
8603-9102 246.238624146 39.5312045188 1-210844 -0.39850136637687683 -0.6597447991371155 14.118423461914062 0 0 
8588-3701 248.140561423 39.1310206842 1-210700 0.12612459063529968 0.4674663841724396 1.9621553421020508 0 0 
8603-12703 247.282646413 40.6650474998 1-135133 -0.033637601882219315 0.08581270277500153 1.7698960304260254 0 0 
8603-6103 247.800367796 40.4218744432 1-135058 -0.480555921792984 -0.6061516404151917 40.61652755737305 0 0 
8603-6104 247.419950798 40.6869537939 1-633994 -0.0070755030028522015 0.28237396478652954 1.4853894710540771 0 0 
8603-12704 247.893876589 40.5655973228 1-135030 -0.466414213180542 -0.7123807072639465 13.903905868530273 0 0 
8601-9101 250.181213474 40.4146659206 1-569116 -0.3894904851913452 -0.4331342279911041 11.84936237335205 0 0 
8601-12701 247.718035556 41.2861515449 1-135568 -0.09397244453430176 0.17090672254562378 1.6573883295059204 0 0 
8601-3703 250.363806302 40.2098917255 1-95107 -0.908166229724884 0.3073221743106842 69.1421127319336 0 0 
8601-3702 247.612100338 40.7250813956 1-594520 0.11736798286437988 -0.06748909503221512 0.8298354148864746 0 0 
8601-1902 249.557589993 41.9310529917 1-94470 -0.11357992142438889 0.48798829317092896 1.202987790107727 0 0 
8601-6102 247.711831631 40.0247994472 1-135512 -0.2833815813064575 -0.0923215001821518 2.6273298263549805 0 0 
8601-12702 247.591672626 40.9242421985 1-135548 -0.4134681224822998 -0.6299779415130615 16.271440505981445 0 0 
8601-6103 247.530374396 40.8801572026 1-135545 -0.15184305608272552 -0.19245576858520508 8.421321868896484 0 0 
8601-6104 247.641287575 40.5394009252 1-135055 0.16826178133487701 0.6099840998649597 0.8336509466171265 0 0 
8601-12705 250.12314401 39.2351144868 1-135810 -0.02952507883310318 0.17192582786083221 1.4044175148010254 0 0 
8612-3703 253.508258644 39.4764176091 1-94934 0.4294469952583313 0.06807847321033478 0.30418866872787476 0 0 
8612-1901 253.467582812 39.7601617207 1-594755 0.5262343287467957 0.10856051743030548 0.8526307344436646 0 0 
8612-3701 252.291995336 38.9389645227 1-94977 0.06249199062585831 0.5915566086769104 0.8754837512969971 0 0 
8612-1902 254.096625941 38.3634672272 1-95825 -0.43234744668006897 0.21297712624073029 5.310547828674316 0 0 
8612-6102 252.927152005 39.2358329891 1-564483 0.004648588597774506 0.3931690454483032 1.693908452987671 0 0 
8612-9102 254.397302719 39.2860887092 1-96154 -0.3410814106464386 -0.31520169973373413 5.409531116485596 0 0 
8612-6101 254.829005993 38.8662970392 1-95982 0.2551273703575134 0.587739109992981 1.3176270723342896 0 0 
8612-9101 253.28894609 38.8445461133 1-95770 -0.54201740026474 -0.45031559467315674 62.278472900390625 0 0 
8612-12701 254.779362393 39.1340564197 1-95990 -0.66452956199646 -0.09291341155767441 13.368871688842773 0 0 
8612-6104 255.006946004 38.8160093546 1-95843 -0.15240667760372162 -0.036840833723545074 7.407230377197266 0 0 
8612-12703 254.014681854 39.6455015077 1-96077 -0.5927305817604065 -0.16029246151447296 25.201801300048828 0 0 
8612-12705 255.101564959 38.3517130924 1-95842 -0.21610775589942932 0.1684592217206955 6.289033889770508 0 0 
8588-1901 249.717085826 40.1993481631 1-135657 -0.3757583200931549 -0.3336619734764099 26.518510818481445 0 0 
8588-1902 249.770169345 39.2907848202 1-135794 0.20306524634361267 0.773116409778595 0.5143788456916809 0 0 
8588-6104 250.668078167 40.1690871055 1-95111 -0.07138765603303909 0.36406153440475464 1.6966712474822998 0 0 
8588-12703 250.534113325 40.2769106957 1-95112 -0.4031483232975006 -0.5567767024040222 7.467095375061035 0 0 
8588-6101 248.456755755 39.2632054313 1-135517 -0.2853298485279083 -0.3194155991077423 18.48194694519043 0 0 
8588-3702 250.846417421 39.8064615397 1-95092 -0.22074154019355774 0.022272508591413498 7.667160511016846 0 0 
8588-12705 250.312873125 39.7523514003 1-135383 -0.44327133893966675 -0.6312472820281982 50.22296142578125 0 0 
8588-6103 250.349059361 40.2187885261 1-135679 -0.331100195646286 -0.5354204773902893 5.632571697235107 0 0 
8588-3703 251.470340991 40.1942385948 1-95159 -0.5141447186470032 -0.41007086634635925 42.58656311035156 0 0 
8588-12702 250.31305 39.29009 1-634138 -0.5081862807273865 -0.4361964464187622 18.533098220825195 0 0 
8588-9102 250.548892075 39.4554392222 1-594641 -0.3226288855075836 -0.5473906397819519 7.983889579772949 0 0 
8588-12701 249.471809515 39.2498229771 1-594602 -0.02502323128283024 0.4469810426235199 1.2917678356170654 0 0 
8588-9101 250.156240419 39.2216349362 1-135371 -0.02758798934519291 0.10292306542396545 2.3523247241973877 0 0 
8602-9101 245.50106378 38.9150731969 1-248973 -0.4651550352573395 -0.3735579550266266 26.607364654541016 0 0 
8602-9102 247.763413807 39.5621866757 1-210711 0.1556721180677414 0.0966377854347229 0.6660227179527283 0 0 
