# the selected AGNs
plateifu ra dec mangaid BPT_x BPT_y EW_Ha is_limit edge_on 
8725-9102 127.178093813 45.7425550277 1-574519 -0.19065622985363007 0.6380638480186462 20.957563400268555 0 0 
10001-6102 132.653991697 57.3596675436 1-48116 -0.07752090692520142 0.5259392857551575 11.812586784362793 0 0 
8715-3702 119.920672417 50.8399725276 1-604907 0.1045803353190422 1.2000383138656616 108.75086212158203 0 0 
8255-6101 166.509879371 43.1734726281 1-256446 0.024128487333655357 0.49296489357948303 6.9033637046813965 0 0 
8241-6102 126.059633434 17.3319505175 1-460288 -0.04713981971144676 0.8263155817985535 28.708576202392578 0 0 
8241-9102 127.170800449 17.5814003238 1-460812 -0.05605176463723183 0.6260116696357727 8.253423690795898 0 0.5 
8720-1901 121.14792839 50.7085561945 1-351790 -0.3015364408493042 1.0096988677978516 5.492858409881592 0 0 
8547-12701 217.629970676 52.7071590288 1-593159 -0.11958116292953491 0.3466249704360962 17.663204193115234 0 0 
8978-9101 247.907995888 41.4936431012 1-135044 0.1687972992658615 0.3486179709434509 5.578207969665527 0 0 
8978-12705 249.558610758 41.9388102427 1-569095 -0.031618960201740265 0.17397540807724 9.445008277893066 0 0 
8978-6102 249.371986141 40.8799473806 1-135668 -0.030517803505063057 0.11626031249761581 3.9332642555236816 0 0.5 
8979-6102 241.823389178 41.4036042555 1-248420 0.05765806511044502 0.6167522668838501 3.943577766418457 0 0 
8948-12704 167.306019605 49.5194324004 1-173958 -0.03791855648159981 0.2724563479423523 17.063791275024414 0 0 
8946-3701 168.957726925 46.3195644483 1-279147 -0.09941508620977402 0.5159964561462402 6.682051181793213 0 0 
8947-3701 168.947799683 50.4016342163 1-149211 -0.37941408157348633 0.8779813647270203 15.976252555847168 0 0.5 
8945-3703 173.911233586 47.5155197298 1-279666 -0.00635953526943922 0.4456561207771301 3.549635410308838 0 0 
8597-3703 224.749646935 48.4098554221 1-198182 0.07629899680614471 0.21422263979911804 5.376258373260498 0 0 
9026-9101 249.318419223 44.4182296144 1-94784 0.20300132036209106 0.9013224840164185 5.390599250793457 0 0 
9049-1901 247.560972961 26.2064735616 1-269632 -0.050625067204236984 0.38044819235801697 22.73785972595215 0 0 
9002-12702 222.810069402 30.6922457183 1-373161 0.41131478548049927 0.49755337834358215 3.595705270767212 0 0 
9031-1902 241.029075186 44.5497654429 1-209707 -0.22818875312805176 0.6297557353973389 13.31669807434082 0 0 
9027-12704 245.346646891 32.3490136493 1-323794 -0.1692844182252884 0.6941311359405518 31.98961639404297 0 0 
8982-3703 203.190093994 26.5803756714 1-458092 -0.30954617261886597 0.8773080110549927 58.03547668457031 0 0 
7972-6103 315.831306013 10.944169029 1-113368 -0.019926119595766068 0.11644472181797028 6.9333038330078125 0 0 
9025-12704 246.050763599 30.162261411 1-633942 0.19641391932964325 0.7390720844268799 4.265923500061035 0 0 
7958-9101 258.495841161 33.6071374989 1-547402 -0.30699318647384644 0.6755921840667725 19.886184692382812 0 0.5 
9195-3703 29.0522287022 14.9066391304 1-603039 -0.1000661700963974 0.3807653784751892 40.800148010253906 0 0 
8080-12703 49.4878008228 -0.16910058475 1-604022 0.21430930495262146 0.32709115743637085 3.2560386657714844 0 0 
9182-6102 119.486337418 39.9933651629 1-71987 -0.0235648974776268 0.8881436586380005 10.36743450164795 0 0 
9193-12701 45.954624176 -1.10374999046 1-37440 -0.25648555159568787 0.9643958806991577 7.496251583099365 0 0.5 
8940-12702 120.087417603 26.613527298 1-163966 0.043354228138923645 0.9612466096878052 10.133108139038086 0 0 
9183-3703 121.920806254 39.0042388809 1-122304 0.015558760613203049 0.4565389156341553 23.29121971130371 0 0 
8993-12705 165.391530621 45.6538679753 1-277279 0.01740224100649357 1.0747432708740234 32.73442459106445 0 0 
8992-3702 171.657261919 51.5730412626 1-149561 -0.08659982681274414 0.5765816569328308 10.388354301452637 0 0 
9485-12705 121.779937488 36.2334785413 1-153627 -0.1403004229068756 0.8426551222801208 10.373061180114746 0 0 
9487-3702 123.330544326 46.1471565611 1-574506 0.05974891781806946 0.908909797668457 6.132236003875732 0 0 
8989-3703 177.440360191 50.5270164143 1-617323 -0.0009232718730345368 0.9878798127174377 5.806661605834961 0 0 
8984-9102 203.850240471 27.9118899255 1-626669 -0.08123321831226349 0.21102307736873627 8.781116485595703 0 0 
8983-12701 203.830208122 26.424780837 1-626658 0.022132525220513344 0.7183785438537598 7.2218546867370605 0 0 
8311-6104 205.282730985 23.2820554311 1-568584 0.08679543435573578 0.5377277135848999 34.13109588623047 0 0 
8309-12701 208.289083232 51.8125009315 1-196597 0.0033783651888370514 0.6595873236656189 4.362841606140137 0 0.9 
9507-12704 129.600036621 25.7545013428 1-605367 -0.02037198469042778 0.12953129410743713 11.985000610351562 0 0 
